mode_type,max_length,hidden_size,kernel_size,num_layers,epoch,batch_size,pooling_style,optimizer,learning_rate,class_num,acc
gated_cnn,30,64,3,2,15,64,avg,adam,0.001,2,0.8
gated_cnn,30,64,3,2,15,64,max,adam,0.001,2,0.8208333333333333
gated_cnn,30,64,3,2,15,128,avg,adam,0.001,2,0.8104166666666667
gated_cnn,30,64,3,2,15,128,max,adam,0.001,2,0.8104166666666667
gated_cnn,30,64,3,2,15,256,avg,adam,0.001,2,0.8166666666666667
gated_cnn,30,64,3,2,15,256,max,adam,0.001,2,0.8375
gated_cnn,30,128,3,2,15,64,avg,adam,0.001,2,0.8104166666666667
gated_cnn,30,128,3,2,15,64,max,adam,0.001,2,0.8125
gated_cnn,30,128,3,2,15,128,avg,adam,0.001,2,0.8083333333333333
gated_cnn,30,128,3,2,15,128,max,adam,0.001,2,0.8229166666666666
gated_cnn,30,128,3,2,15,256,avg,adam,0.001,2,0.8208333333333333
gated_cnn,30,128,3,2,15,256,max,adam,0.001,2,0.84375
gated_cnn,30,256,3,2,15,64,avg,adam,0.001,2,0.8041666666666667
gated_cnn,30,256,3,2,15,64,max,adam,0.001,2,0.8166666666666667
gated_cnn,30,256,3,2,15,128,avg,adam,0.001,2,0.8083333333333333
gated_cnn,30,256,3,2,15,128,max,adam,0.001,2,0.825
gated_cnn,30,256,3,2,15,256,avg,adam,0.001,2,0.8125
gated_cnn,30,256,3,2,15,256,max,adam,0.001,2,0.80625
gated_cnn,30,512,3,2,15,64,avg,adam,0.001,2,0.7854166666666667
gated_cnn,30,512,3,2,15,64,max,adam,0.001,2,0.7916666666666666
gated_cnn,30,512,3,2,15,128,avg,adam,0.001,2,0.8083333333333333
gated_cnn,30,512,3,2,15,128,max,adam,0.001,2,0.7916666666666666
gated_cnn,30,512,3,2,15,256,avg,adam,0.001,2,0.79375
gated_cnn,30,512,3,2,15,256,max,adam,0.001,2,0.8125
gated_cnn,30,64,3,2,15,64,avg,adam,0.0001,2,0.8145833333333333
gated_cnn,30,64,3,2,15,64,max,adam,0.0001,2,0.8083333333333333
gated_cnn,30,64,3,2,15,128,avg,adam,0.0001,2,0.7854166666666667
gated_cnn,30,64,3,2,15,128,max,adam,0.0001,2,0.8291666666666667
gated_cnn,30,64,3,2,15,256,avg,adam,0.0001,2,0.725
gated_cnn,30,64,3,2,15,256,max,adam,0.0001,2,0.7916666666666666
gated_cnn,30,128,3,2,15,64,avg,adam,0.0001,2,0.8145833333333333
gated_cnn,30,128,3,2,15,64,max,adam,0.0001,2,0.85625
gated_cnn,30,128,3,2,15,128,avg,adam,0.0001,2,0.8125
gated_cnn,30,128,3,2,15,128,max,adam,0.0001,2,0.825
gated_cnn,30,128,3,2,15,256,avg,adam,0.0001,2,0.78125
gated_cnn,30,128,3,2,15,256,max,adam,0.0001,2,0.84375
gated_cnn,30,256,3,2,15,64,avg,adam,0.0001,2,0.8395833333333333
gated_cnn,30,256,3,2,15,64,max,adam,0.0001,2,0.8458333333333333
gated_cnn,30,256,3,2,15,128,avg,adam,0.0001,2,0.8395833333333333
gated_cnn,30,256,3,2,15,128,max,adam,0.0001,2,0.8333333333333334
gated_cnn,30,256,3,2,15,256,avg,adam,0.0001,2,0.8104166666666667
gated_cnn,30,256,3,2,15,256,max,adam,0.0001,2,0.8479166666666667
gated_cnn,30,512,3,2,15,64,avg,adam,0.0001,2,0.8395833333333333
gated_cnn,30,512,3,2,15,64,max,adam,0.0001,2,0.8395833333333333
gated_cnn,30,512,3,2,15,128,avg,adam,0.0001,2,0.81875
gated_cnn,30,512,3,2,15,128,max,adam,0.0001,2,0.8354166666666667
gated_cnn,30,512,3,2,15,256,avg,adam,0.0001,2,0.8354166666666667
gated_cnn,30,512,3,2,15,256,max,adam,0.0001,2,0.8395833333333333
gated_cnn,30,64,3,2,15,64,avg,adam,1e-05,2,0.49375
gated_cnn,30,64,3,2,15,64,max,adam,1e-05,2,0.65625
gated_cnn,30,64,3,2,15,128,avg,adam,1e-05,2,0.46875
gated_cnn,30,64,3,2,15,128,max,adam,1e-05,2,0.5729166666666666
gated_cnn,30,64,3,2,15,256,avg,adam,1e-05,2,0.41041666666666665
gated_cnn,30,64,3,2,15,256,max,adam,1e-05,2,0.4895833333333333
gated_cnn,30,128,3,2,15,64,avg,adam,1e-05,2,0.6708333333333333
gated_cnn,30,128,3,2,15,64,max,adam,1e-05,2,0.7583333333333333
gated_cnn,30,128,3,2,15,128,avg,adam,1e-05,2,0.6020833333333333
gated_cnn,30,128,3,2,15,128,max,adam,1e-05,2,0.7125
gated_cnn,30,128,3,2,15,256,avg,adam,1e-05,2,0.45208333333333334
gated_cnn,30,128,3,2,15,256,max,adam,1e-05,2,0.6375
gated_cnn,30,256,3,2,15,64,avg,adam,1e-05,2,0.7520833333333333
gated_cnn,30,256,3,2,15,64,max,adam,1e-05,2,0.8083333333333333
gated_cnn,30,256,3,2,15,128,avg,adam,1e-05,2,0.7125
gated_cnn,30,256,3,2,15,128,max,adam,1e-05,2,0.7958333333333333
gated_cnn,30,256,3,2,15,256,avg,adam,1e-05,2,0.6145833333333334
gated_cnn,30,256,3,2,15,256,max,adam,1e-05,2,0.7520833333333333
gated_cnn,30,512,3,2,15,64,avg,adam,1e-05,2,0.7958333333333333
gated_cnn,30,512,3,2,15,64,max,adam,1e-05,2,0.8354166666666667
gated_cnn,30,512,3,2,15,128,avg,adam,1e-05,2,0.7645833333333333
gated_cnn,30,512,3,2,15,128,max,adam,1e-05,2,0.8333333333333334
gated_cnn,30,512,3,2,15,256,avg,adam,1e-05,2,0.7208333333333333
gated_cnn,30,512,3,2,15,256,max,adam,1e-05,2,0.8041666666666667
cnn,30,64,3,2,15,64,avg,adam,0.001,2,0.8
cnn,30,64,3,2,15,64,max,adam,0.001,2,0.8270833333333333
cnn,30,64,3,2,15,128,avg,adam,0.001,2,0.8104166666666667
cnn,30,64,3,2,15,128,max,adam,0.001,2,0.8270833333333333
cnn,30,64,3,2,15,256,avg,adam,0.001,2,0.8166666666666667
cnn,30,64,3,2,15,256,max,adam,0.001,2,0.8041666666666667
cnn,30,128,3,2,15,64,avg,adam,0.001,2,0.8041666666666667
cnn,30,128,3,2,15,64,max,adam,0.001,2,0.8020833333333334
cnn,30,128,3,2,15,128,avg,adam,0.001,2,0.8
cnn,30,128,3,2,15,128,max,adam,0.001,2,0.825
cnn,30,128,3,2,15,256,avg,adam,0.001,2,0.8166666666666667
cnn,30,128,3,2,15,256,max,adam,0.001,2,0.8375
cnn,30,256,3,2,15,64,avg,adam,0.001,2,0.80625
cnn,30,256,3,2,15,64,max,adam,0.001,2,0.8375
cnn,30,256,3,2,15,128,avg,adam,0.001,2,0.8020833333333334
cnn,30,256,3,2,15,128,max,adam,0.001,2,0.8291666666666667
cnn,30,256,3,2,15,256,avg,adam,0.001,2,0.8208333333333333
cnn,30,256,3,2,15,256,max,adam,0.001,2,0.8395833333333333
cnn,30,512,3,2,15,64,avg,adam,0.001,2,0.8083333333333333
cnn,30,512,3,2,15,64,max,adam,0.001,2,0.80625
cnn,30,512,3,2,15,128,avg,adam,0.001,2,0.7958333333333333
cnn,30,512,3,2,15,128,max,adam,0.001,2,0.8270833333333333
cnn,30,512,3,2,15,256,avg,adam,0.001,2,0.8229166666666666
cnn,30,512,3,2,15,256,max,adam,0.001,2,0.8479166666666667
cnn,30,64,3,2,15,64,avg,adam,0.0001,2,0.78125
cnn,30,64,3,2,15,64,max,adam,0.0001,2,0.825
cnn,30,64,3,2,15,128,avg,adam,0.0001,2,0.7583333333333333
cnn,30,64,3,2,15,128,max,adam,0.0001,2,0.825
cnn,30,64,3,2,15,256,avg,adam,0.0001,2,0.7395833333333334
cnn,30,64,3,2,15,256,max,adam,0.0001,2,0.7729166666666667
cnn,30,128,3,2,15,64,avg,adam,0.0001,2,0.7791666666666667
cnn,30,128,3,2,15,64,max,adam,0.0001,2,0.8375
cnn,30,128,3,2,15,128,avg,adam,0.0001,2,0.7729166666666667
cnn,30,128,3,2,15,128,max,adam,0.0001,2,0.8270833333333333
cnn,30,128,3,2,15,256,avg,adam,0.0001,2,0.7875
cnn,30,128,3,2,15,256,max,adam,0.0001,2,0.8229166666666666
cnn,30,256,3,2,15,64,avg,adam,0.0001,2,0.80625
cnn,30,256,3,2,15,64,max,adam,0.0001,2,0.83125
cnn,30,256,3,2,15,128,avg,adam,0.0001,2,0.8
cnn,30,256,3,2,15,128,max,adam,0.0001,2,0.8375
cnn,30,256,3,2,15,256,avg,adam,0.0001,2,0.79375
cnn,30,256,3,2,15,256,max,adam,0.0001,2,0.8229166666666666
cnn,30,512,3,2,15,64,avg,adam,0.0001,2,0.7854166666666667
cnn,30,512,3,2,15,64,max,adam,0.0001,2,0.8333333333333334
cnn,30,512,3,2,15,128,avg,adam,0.0001,2,0.8041666666666667
cnn,30,512,3,2,15,128,max,adam,0.0001,2,0.8229166666666666
cnn,30,512,3,2,15,256,avg,adam,0.0001,2,0.8145833333333333
cnn,30,512,3,2,15,256,max,adam,0.0001,2,0.8208333333333333
cnn,30,64,3,2,15,64,avg,adam,1e-05,2,0.5416666666666666
cnn,30,64,3,2,15,64,max,adam,1e-05,2,0.6104166666666667
cnn,30,64,3,2,15,128,avg,adam,1e-05,2,0.58125
cnn,30,64,3,2,15,128,max,adam,1e-05,2,0.5270833333333333
cnn,30,64,3,2,15,256,avg,adam,1e-05,2,0.5083333333333333
cnn,30,64,3,2,15,256,max,adam,1e-05,2,0.4979166666666667
cnn,30,128,3,2,15,64,avg,adam,1e-05,2,0.70625
cnn,30,128,3,2,15,64,max,adam,1e-05,2,0.7416666666666667
cnn,30,128,3,2,15,128,avg,adam,1e-05,2,0.6479166666666667
cnn,30,128,3,2,15,128,max,adam,1e-05,2,0.69375
cnn,30,128,3,2,15,256,avg,adam,1e-05,2,0.6479166666666667
cnn,30,128,3,2,15,256,max,adam,1e-05,2,0.6229166666666667
cnn,30,256,3,2,15,64,avg,adam,1e-05,2,0.7416666666666667
cnn,30,256,3,2,15,64,max,adam,1e-05,2,0.8166666666666667
cnn,30,256,3,2,15,128,avg,adam,1e-05,2,0.7125
cnn,30,256,3,2,15,128,max,adam,1e-05,2,0.7583333333333333
cnn,30,256,3,2,15,256,avg,adam,1e-05,2,0.65625
cnn,30,256,3,2,15,256,max,adam,1e-05,2,0.74375
cnn,30,512,3,2,15,64,avg,adam,1e-05,2,0.7833333333333333
cnn,30,512,3,2,15,64,max,adam,1e-05,2,0.81875
cnn,30,512,3,2,15,128,avg,adam,1e-05,2,0.775
cnn,30,512,3,2,15,128,max,adam,1e-05,2,0.8166666666666667
cnn,30,512,3,2,15,256,avg,adam,1e-05,2,0.7416666666666667
cnn,30,512,3,2,15,256,max,adam,1e-05,2,0.79375
lstm,30,64,3,2,15,64,avg,adam,0.001,2,0.79375
lstm,30,64,3,2,15,64,max,adam,0.001,2,0.7916666666666666
lstm,30,64,3,2,15,128,avg,adam,0.001,2,0.7958333333333333
lstm,30,64,3,2,15,128,max,adam,0.001,2,0.7979166666666667
lstm,30,64,3,2,15,256,avg,adam,0.001,2,0.7875
lstm,30,64,3,2,15,256,max,adam,0.001,2,0.8
lstm,30,128,3,2,15,64,avg,adam,0.001,2,0.7895833333333333
lstm,30,128,3,2,15,64,max,adam,0.001,2,0.8229166666666666
lstm,30,128,3,2,15,128,avg,adam,0.001,2,0.79375
lstm,30,128,3,2,15,128,max,adam,0.001,2,0.81875
lstm,30,128,3,2,15,256,avg,adam,0.001,2,0.7916666666666666
lstm,30,128,3,2,15,256,max,adam,0.001,2,0.8083333333333333
lstm,30,256,3,2,15,64,avg,adam,0.001,2,0.7875
lstm,30,256,3,2,15,64,max,adam,0.001,2,0.8
lstm,30,256,3,2,15,128,avg,adam,0.001,2,0.8270833333333333
lstm,30,256,3,2,15,128,max,adam,0.001,2,0.8208333333333333
lstm,30,256,3,2,15,256,avg,adam,0.001,2,0.7770833333333333
lstm,30,256,3,2,15,256,max,adam,0.001,2,0.8125
lstm,30,512,3,2,15,64,avg,adam,0.001,2,0.775
lstm,30,512,3,2,15,64,max,adam,0.001,2,0.7916666666666666
lstm,30,512,3,2,15,128,avg,adam,0.001,2,0.7895833333333333
lstm,30,512,3,2,15,128,max,adam,0.001,2,0.775
lstm,30,512,3,2,15,256,avg,adam,0.001,2,0.8
lstm,30,512,3,2,15,256,max,adam,0.001,2,0.8208333333333333
lstm,30,64,3,2,15,64,avg,adam,0.0001,2,0.7395833333333334
lstm,30,64,3,2,15,64,max,adam,0.0001,2,0.76875
lstm,30,64,3,2,15,128,avg,adam,0.0001,2,0.70625
lstm,30,64,3,2,15,128,max,adam,0.0001,2,0.7125
lstm,30,64,3,2,15,256,avg,adam,0.0001,2,0.41041666666666665
lstm,30,64,3,2,15,256,max,adam,0.0001,2,0.7375
lstm,30,128,3,2,15,64,avg,adam,0.0001,2,0.7583333333333333
lstm,30,128,3,2,15,64,max,adam,0.0001,2,0.76875
lstm,30,128,3,2,15,128,avg,adam,0.0001,2,0.7541666666666667
lstm,30,128,3,2,15,128,max,adam,0.0001,2,0.7729166666666667
lstm,30,128,3,2,15,256,avg,adam,0.0001,2,0.7229166666666667
lstm,30,128,3,2,15,256,max,adam,0.0001,2,0.8
lstm,30,256,3,2,15,64,avg,adam,0.0001,2,0.7895833333333333
lstm,30,256,3,2,15,64,max,adam,0.0001,2,0.80625
lstm,30,256,3,2,15,128,avg,adam,0.0001,2,0.7708333333333334
lstm,30,256,3,2,15,128,max,adam,0.0001,2,0.8083333333333333
lstm,30,256,3,2,15,256,avg,adam,0.0001,2,0.75
lstm,30,256,3,2,15,256,max,adam,0.0001,2,0.8104166666666667
lstm,30,512,3,2,15,64,avg,adam,0.0001,2,0.7958333333333333
lstm,30,512,3,2,15,64,max,adam,0.0001,2,0.8166666666666667
lstm,30,512,3,2,15,128,avg,adam,0.0001,2,0.8354166666666667
lstm,30,512,3,2,15,128,max,adam,0.0001,2,0.8416666666666667
lstm,30,512,3,2,15,256,avg,adam,0.0001,2,0.8041666666666667
lstm,30,512,3,2,15,256,max,adam,0.0001,2,0.7854166666666667
lstm,30,64,3,2,15,64,avg,adam,1e-05,2,0.41041666666666665
lstm,30,64,3,2,15,64,max,adam,1e-05,2,0.4166666666666667
lstm,30,64,3,2,15,128,avg,adam,1e-05,2,0.41041666666666665
lstm,30,64,3,2,15,128,max,adam,1e-05,2,0.41041666666666665
lstm,30,64,3,2,15,256,avg,adam,1e-05,2,0.41041666666666665
lstm,30,64,3,2,15,256,max,adam,1e-05,2,0.41041666666666665
lstm,30,128,3,2,15,64,avg,adam,1e-05,2,0.41041666666666665
lstm,30,128,3,2,15,64,max,adam,1e-05,2,0.4125
lstm,30,128,3,2,15,128,avg,adam,1e-05,2,0.41041666666666665
lstm,30,128,3,2,15,128,max,adam,1e-05,2,0.41041666666666665
lstm,30,128,3,2,15,256,avg,adam,1e-05,2,0.41041666666666665
lstm,30,128,3,2,15,256,max,adam,1e-05,2,0.41041666666666665
lstm,30,256,3,2,15,64,avg,adam,1e-05,2,0.5208333333333334
lstm,30,256,3,2,15,64,max,adam,1e-05,2,0.7104166666666667
lstm,30,256,3,2,15,128,avg,adam,1e-05,2,0.41041666666666665
lstm,30,256,3,2,15,128,max,adam,1e-05,2,0.47708333333333336
lstm,30,256,3,2,15,256,avg,adam,1e-05,2,0.41041666666666665
lstm,30,256,3,2,15,256,max,adam,1e-05,2,0.41041666666666665
lstm,30,512,3,2,15,64,avg,adam,1e-05,2,0.7395833333333334
lstm,30,512,3,2,15,64,max,adam,1e-05,2,0.7229166666666667
lstm,30,512,3,2,15,128,avg,adam,1e-05,2,0.7020833333333333
lstm,30,512,3,2,15,128,max,adam,1e-05,2,0.7208333333333333
lstm,30,512,3,2,15,256,avg,adam,1e-05,2,0.41041666666666665
lstm,30,512,3,2,15,256,max,adam,1e-05,2,0.65625
gru,30,64,3,2,15,64,avg,adam,0.001,2,0.7895833333333333
gru,30,64,3,2,15,64,max,adam,0.001,2,0.7729166666666667
gru,30,64,3,2,15,128,avg,adam,0.001,2,0.79375
gru,30,64,3,2,15,128,max,adam,0.001,2,0.8041666666666667
gru,30,64,3,2,15,256,avg,adam,0.001,2,0.78125
gru,30,64,3,2,15,256,max,adam,0.001,2,0.7875
gru,30,128,3,2,15,64,avg,adam,0.001,2,0.7875
gru,30,128,3,2,15,64,max,adam,0.001,2,0.79375
gru,30,128,3,2,15,128,avg,adam,0.001,2,0.79375
gru,30,128,3,2,15,128,max,adam,0.001,2,0.8145833333333333
gru,30,128,3,2,15,256,avg,adam,0.001,2,0.8
gru,30,128,3,2,15,256,max,adam,0.001,2,0.7958333333333333
gru,30,256,3,2,15,64,avg,adam,0.001,2,0.7854166666666667
gru,30,256,3,2,15,64,max,adam,0.001,2,0.7833333333333333
gru,30,256,3,2,15,128,avg,adam,0.001,2,0.80625
gru,30,256,3,2,15,128,max,adam,0.001,2,0.7958333333333333
gru,30,256,3,2,15,256,avg,adam,0.001,2,0.7958333333333333
gru,30,256,3,2,15,256,max,adam,0.001,2,0.8083333333333333
gru,30,512,3,2,15,64,avg,adam,0.001,2,0.8020833333333334
gru,30,512,3,2,15,64,max,adam,0.001,2,0.7666666666666667
gru,30,512,3,2,15,128,avg,adam,0.001,2,0.8125
gru,30,512,3,2,15,128,max,adam,0.001,2,0.8020833333333334
gru,30,512,3,2,15,256,avg,adam,0.001,2,0.8041666666666667
gru,30,512,3,2,15,256,max,adam,0.001,2,0.7708333333333334
gru,30,64,3,2,15,64,avg,adam,0.0001,2,0.7645833333333333
gru,30,64,3,2,15,64,max,adam,0.0001,2,0.7395833333333334
gru,30,64,3,2,15,128,avg,adam,0.0001,2,0.7604166666666666
gru,30,64,3,2,15,128,max,adam,0.0001,2,0.7645833333333333
gru,30,64,3,2,15,256,avg,adam,0.0001,2,0.6604166666666667
gru,30,64,3,2,15,256,max,adam,0.0001,2,0.7020833333333333
gru,30,128,3,2,15,64,avg,adam,0.0001,2,0.7979166666666667
gru,30,128,3,2,15,64,max,adam,0.0001,2,0.8104166666666667
gru,30,128,3,2,15,128,avg,adam,0.0001,2,0.7645833333333333
gru,30,128,3,2,15,128,max,adam,0.0001,2,0.8104166666666667
gru,30,128,3,2,15,256,avg,adam,0.0001,2,0.7625
gru,30,128,3,2,15,256,max,adam,0.0001,2,0.8125
gru,30,256,3,2,15,64,avg,adam,0.0001,2,0.7854166666666667
gru,30,256,3,2,15,64,max,adam,0.0001,2,0.8291666666666667
gru,30,256,3,2,15,128,avg,adam,0.0001,2,0.7875
gru,30,256,3,2,15,128,max,adam,0.0001,2,0.80625
gru,30,256,3,2,15,256,avg,adam,0.0001,2,0.7604166666666666
gru,30,256,3,2,15,256,max,adam,0.0001,2,0.8083333333333333
gru,30,512,3,2,15,64,avg,adam,0.0001,2,0.7979166666666667
gru,30,512,3,2,15,64,max,adam,0.0001,2,0.8104166666666667
gru,30,512,3,2,15,128,avg,adam,0.0001,2,0.8083333333333333
gru,30,512,3,2,15,128,max,adam,0.0001,2,0.8270833333333333
gru,30,512,3,2,15,256,avg,adam,0.0001,2,0.7916666666666666
gru,30,512,3,2,15,256,max,adam,0.0001,2,0.8166666666666667
gru,30,64,3,2,15,64,avg,adam,1e-05,2,0.41041666666666665
gru,30,64,3,2,15,64,max,adam,1e-05,2,0.41041666666666665
gru,30,64,3,2,15,128,avg,adam,1e-05,2,0.41041666666666665
gru,30,64,3,2,15,128,max,adam,1e-05,2,0.41041666666666665
gru,30,64,3,2,15,256,avg,adam,1e-05,2,0.41041666666666665
gru,30,64,3,2,15,256,max,adam,1e-05,2,0.41041666666666665
gru,30,128,3,2,15,64,avg,adam,1e-05,2,0.42291666666666666
gru,30,128,3,2,15,64,max,adam,1e-05,2,0.47291666666666665
gru,30,128,3,2,15,128,avg,adam,1e-05,2,0.41458333333333336
gru,30,128,3,2,15,128,max,adam,1e-05,2,0.41041666666666665
gru,30,128,3,2,15,256,avg,adam,1e-05,2,0.41041666666666665
gru,30,128,3,2,15,256,max,adam,1e-05,2,0.41041666666666665
gru,30,256,3,2,15,64,avg,adam,1e-05,2,0.7208333333333333
gru,30,256,3,2,15,64,max,adam,1e-05,2,0.7145833333333333
gru,30,256,3,2,15,128,avg,adam,1e-05,2,0.55625
gru,30,256,3,2,15,128,max,adam,1e-05,2,0.6333333333333333
gru,30,256,3,2,15,256,avg,adam,1e-05,2,0.41041666666666665
gru,30,256,3,2,15,256,max,adam,1e-05,2,0.41041666666666665
gru,30,512,3,2,15,64,avg,adam,1e-05,2,0.7520833333333333
gru,30,512,3,2,15,64,max,adam,1e-05,2,0.7520833333333333
gru,30,512,3,2,15,128,avg,adam,1e-05,2,0.7541666666666667
gru,30,512,3,2,15,128,max,adam,1e-05,2,0.7354166666666667
gru,30,512,3,2,15,256,avg,adam,1e-05,2,0.66875
gru,30,512,3,2,15,256,max,adam,1e-05,2,0.7333333333333333
rnn,30,64,3,2,15,64,avg,adam,0.001,2,0.7541666666666667
rnn,30,64,3,2,15,64,max,adam,0.001,2,0.8020833333333334
rnn,30,64,3,2,15,128,avg,adam,0.001,2,0.7958333333333333
rnn,30,64,3,2,15,128,max,adam,0.001,2,0.8083333333333333
rnn,30,64,3,2,15,256,avg,adam,0.001,2,0.78125
rnn,30,64,3,2,15,256,max,adam,0.001,2,0.7854166666666667
rnn,30,128,3,2,15,64,avg,adam,0.001,2,0.7916666666666666
rnn,30,128,3,2,15,64,max,adam,0.001,2,0.7625
