mode_type,max_length,hidden_size,kernel_size,num_layers,epoch,batch_size,pooling_style,optimizer,learning_rate,class_num,acc
rnn,30,128,3,2,15,128,avg,adam,0.001,2,0.7958333333333333
rnn,30,128,3,2,15,128,max,adam,0.001,2,0.7854166666666667
rnn,30,128,3,2,15,256,avg,adam,0.001,2,0.7916666666666666
rnn,30,128,3,2,15,256,max,adam,0.001,2,0.7979166666666667
rnn,30,256,3,2,15,64,avg,adam,0.001,2,0.7791666666666667
rnn,30,256,3,2,15,64,max,adam,0.001,2,0.7979166666666667
rnn,30,256,3,2,15,128,avg,adam,0.001,2,0.775
rnn,30,256,3,2,15,128,max,adam,0.001,2,0.7895833333333333
rnn,30,256,3,2,15,256,avg,adam,0.001,2,0.8104166666666667
rnn,30,256,3,2,15,256,max,adam,0.001,2,0.78125
rnn,30,512,3,2,15,64,avg,adam,0.001,2,0.79375
rnn,30,512,3,2,15,64,max,adam,0.001,2,0.7770833333333333
rnn,30,512,3,2,15,128,avg,adam,0.001,2,0.8020833333333334
rnn,30,512,3,2,15,128,max,adam,0.001,2,0.8125
rnn,30,512,3,2,15,256,avg,adam,0.001,2,0.7375
rnn,30,512,3,2,15,256,max,adam,0.001,2,0.8125
rnn,30,64,3,2,15,64,avg,adam,0.0001,2,0.7520833333333333
rnn,30,64,3,2,15,64,max,adam,0.0001,2,0.79375
rnn,30,64,3,2,15,128,avg,adam,0.0001,2,0.71875
rnn,30,64,3,2,15,128,max,adam,0.0001,2,0.7583333333333333
rnn,30,64,3,2,15,256,avg,adam,0.0001,2,0.7270833333333333
rnn,30,64,3,2,15,256,max,adam,0.0001,2,0.7333333333333333
rnn,30,128,3,2,15,64,avg,adam,0.0001,2,0.7833333333333333
rnn,30,128,3,2,15,64,max,adam,0.0001,2,0.8020833333333334
rnn,30,128,3,2,15,128,avg,adam,0.0001,2,0.8125
rnn,30,128,3,2,15,128,max,adam,0.0001,2,0.79375
rnn,30,128,3,2,15,256,avg,adam,0.0001,2,0.7625
rnn,30,128,3,2,15,256,max,adam,0.0001,2,0.7854166666666667
rnn,30,256,3,2,15,64,avg,adam,0.0001,2,0.8395833333333333
rnn,30,256,3,2,15,64,max,adam,0.0001,2,0.8333333333333334
rnn,30,256,3,2,15,128,avg,adam,0.0001,2,0.7916666666666666
rnn,30,256,3,2,15,128,max,adam,0.0001,2,0.825
rnn,30,256,3,2,15,256,avg,adam,0.0001,2,0.8041666666666667
rnn,30,256,3,2,15,256,max,adam,0.0001,2,0.8104166666666667
rnn,30,512,3,2,15,64,avg,adam,0.0001,2,0.8083333333333333
rnn,30,512,3,2,15,64,max,adam,0.0001,2,0.8229166666666666
rnn,30,512,3,2,15,128,avg,adam,0.0001,2,0.7895833333333333
rnn,30,512,3,2,15,128,max,adam,0.0001,2,0.7958333333333333
rnn,30,512,3,2,15,256,avg,adam,0.0001,2,0.7895833333333333
rnn,30,512,3,2,15,256,max,adam,0.0001,2,0.83125
rnn,30,64,3,2,15,64,avg,adam,1e-05,2,0.4125
rnn,30,64,3,2,15,64,max,adam,1e-05,2,0.41041666666666665
rnn,30,64,3,2,15,128,avg,adam,1e-05,2,0.41041666666666665
rnn,30,64,3,2,15,128,max,adam,1e-05,2,0.41041666666666665
rnn,30,64,3,2,15,256,avg,adam,1e-05,2,0.41041666666666665
rnn,30,64,3,2,15,256,max,adam,1e-05,2,0.41041666666666665
rnn,30,128,3,2,15,64,avg,adam,1e-05,2,0.5604166666666667
rnn,30,128,3,2,15,64,max,adam,1e-05,2,0.65
rnn,30,128,3,2,15,128,avg,adam,1e-05,2,0.41458333333333336
rnn,30,128,3,2,15,128,max,adam,1e-05,2,0.47708333333333336
rnn,30,128,3,2,15,256,avg,adam,1e-05,2,0.41041666666666665
rnn,30,128,3,2,15,256,max,adam,1e-05,2,0.41041666666666665
rnn,30,256,3,2,15,64,avg,adam,1e-05,2,0.7395833333333334
rnn,30,256,3,2,15,64,max,adam,1e-05,2,0.7270833333333333
rnn,30,256,3,2,15,128,avg,adam,1e-05,2,0.65
rnn,30,256,3,2,15,128,max,adam,1e-05,2,0.70625
rnn,30,256,3,2,15,256,avg,adam,1e-05,2,0.4375
rnn,30,256,3,2,15,256,max,adam,1e-05,2,0.625
rnn,30,512,3,2,15,64,avg,adam,1e-05,2,0.775
rnn,30,512,3,2,15,64,max,adam,1e-05,2,0.775
rnn,30,512,3,2,15,128,avg,adam,1e-05,2,0.7479166666666667
rnn,30,512,3,2,15,128,max,adam,1e-05,2,0.75625
rnn,30,512,3,2,15,256,avg,adam,1e-05,2,0.7020833333333333
rnn,30,512,3,2,15,256,max,adam,1e-05,2,0.71875
bert_lstm,30,64,3,2,15,64,avg,adam,0.001,2,0.8125
bert_lstm,30,64,3,2,15,64,max,adam,0.001,2,0.80625
bert_lstm,30,64,3,2,15,128,avg,adam,0.001,2,0.7979166666666667
bert_lstm,30,64,3,2,15,128,max,adam,0.001,2,0.8083333333333333
bert_lstm,30,64,3,2,15,256,avg,adam,0.001,2,0.78125
bert_lstm,30,64,3,2,15,256,max,adam,0.001,2,0.7916666666666666
bert_lstm,30,128,3,2,15,64,avg,adam,0.001,2,0.8166666666666667
bert_lstm,30,128,3,2,15,64,max,adam,0.001,2,0.8
bert_lstm,30,128,3,2,15,128,avg,adam,0.001,2,0.8020833333333334
bert_lstm,30,128,3,2,15,128,max,adam,0.001,2,0.8041666666666667
bert_lstm,30,128,3,2,15,256,avg,adam,0.001,2,0.8125
bert_lstm,30,128,3,2,15,256,max,adam,0.001,2,0.7854166666666667
bert_lstm,30,256,3,2,15,64,avg,adam,0.001,2,0.7416666666666667
bert_lstm,30,256,3,2,15,64,max,adam,0.001,2,0.7958333333333333
bert_lstm,30,256,3,2,15,128,avg,adam,0.001,2,0.7895833333333333
bert_lstm,30,256,3,2,15,128,max,adam,0.001,2,0.81875
bert_lstm,30,256,3,2,15,256,avg,adam,0.001,2,0.79375
bert_lstm,30,256,3,2,15,256,max,adam,0.001,2,0.7979166666666667
bert_lstm,30,512,3,2,15,64,avg,adam,0.001,2,0.80625
bert_lstm,30,512,3,2,15,64,max,adam,0.001,2,0.8
bert_lstm,30,512,3,2,15,128,avg,adam,0.001,2,0.7875
bert_lstm,30,512,3,2,15,128,max,adam,0.001,2,0.8020833333333334
bert_lstm,30,512,3,2,15,256,avg,adam,0.001,2,0.8125
bert_lstm,30,512,3,2,15,256,max,adam,0.001,2,0.79375
bert_lstm,30,64,3,2,15,64,avg,adam,0.0001,2,0.8291666666666667
bert_lstm,30,64,3,2,15,64,max,adam,0.0001,2,0.8208333333333333
bert_lstm,30,64,3,2,15,128,avg,adam,0.0001,2,0.79375
bert_lstm,30,64,3,2,15,128,max,adam,0.0001,2,0.80625
bert_lstm,30,64,3,2,15,256,avg,adam,0.0001,2,0.7979166666666667
bert_lstm,30,64,3,2,15,256,max,adam,0.0001,2,0.8145833333333333
bert_lstm,30,128,3,2,15,64,avg,adam,0.0001,2,0.8145833333333333
bert_lstm,30,128,3,2,15,64,max,adam,0.0001,2,0.78125
bert_lstm,30,128,3,2,15,128,avg,adam,0.0001,2,0.8291666666666667
bert_lstm,30,128,3,2,15,128,max,adam,0.0001,2,0.8083333333333333
bert_lstm,30,128,3,2,15,256,avg,adam,0.0001,2,0.8208333333333333
bert_lstm,30,128,3,2,15,256,max,adam,0.0001,2,0.8375
bert_lstm,30,256,3,2,15,64,avg,adam,0.0001,2,0.8104166666666667
bert_lstm,30,256,3,2,15,64,max,adam,0.0001,2,0.8125
bert_lstm,30,256,3,2,15,128,avg,adam,0.0001,2,0.7958333333333333
bert_lstm,30,256,3,2,15,128,max,adam,0.0001,2,0.7979166666666667
bert_lstm,30,256,3,2,15,256,avg,adam,0.0001,2,0.81875
bert_lstm,30,256,3,2,15,256,max,adam,0.0001,2,0.8083333333333333
bert_lstm,30,512,3,2,15,64,avg,adam,0.0001,2,0.8270833333333333
bert_lstm,30,512,3,2,15,64,max,adam,0.0001,2,0.8333333333333334
bert_lstm,30,512,3,2,15,128,avg,adam,0.0001,2,0.8291666666666667
bert_lstm,30,512,3,2,15,128,max,adam,0.0001,2,0.8125
bert_lstm,30,512,3,2,15,256,avg,adam,0.0001,2,0.80625
bert_lstm,30,512,3,2,15,256,max,adam,0.0001,2,0.8166666666666667
bert_lstm,30,64,3,2,15,64,avg,adam,1e-05,2,0.7875
bert_lstm,30,64,3,2,15,64,max,adam,1e-05,2,0.8458333333333333
bert_lstm,30,64,3,2,15,128,avg,adam,1e-05,2,0.8208333333333333
bert_lstm,30,64,3,2,15,128,max,adam,1e-05,2,0.8291666666666667
bert_lstm,30,64,3,2,15,256,avg,adam,1e-05,2,0.825
bert_lstm,30,64,3,2,15,256,max,adam,1e-05,2,0.8375
bert_lstm,30,128,3,2,15,64,avg,adam,1e-05,2,0.8458333333333333
bert_lstm,30,128,3,2,15,64,max,adam,1e-05,2,0.8104166666666667
bert_lstm,30,128,3,2,15,128,avg,adam,1e-05,2,0.8395833333333333
bert_lstm,30,128,3,2,15,128,max,adam,1e-05,2,0.8333333333333334
bert_lstm,30,128,3,2,15,256,avg,adam,1e-05,2,0.825
bert_lstm,30,128,3,2,15,256,max,adam,1e-05,2,0.8291666666666667
bert_lstm,30,256,3,2,15,64,avg,adam,1e-05,2,0.8458333333333333
bert_lstm,30,256,3,2,15,64,max,adam,1e-05,2,0.83125
bert_lstm,30,256,3,2,15,128,avg,adam,1e-05,2,0.8541666666666666
bert_lstm,30,256,3,2,15,128,max,adam,1e-05,2,0.8395833333333333
bert_lstm,30,256,3,2,15,256,avg,adam,1e-05,2,0.83125
bert_lstm,30,256,3,2,15,256,max,adam,1e-05,2,0.8354166666666667
bert_lstm,30,512,3,2,15,64,avg,adam,1e-05,2,0.84375
bert_lstm,30,512,3,2,15,64,max,adam,1e-05,2,0.7979166666666667
bert_lstm,30,512,3,2,15,128,avg,adam,1e-05,2,0.85
bert_lstm,30,512,3,2,15,128,max,adam,1e-05,2,0.8354166666666667
bert_lstm,30,512,3,2,15,256,avg,adam,1e-05,2,0.8375
bert_lstm,30,512,3,2,15,256,max,adam,1e-05,2,0.8208333333333333
bert_cnn,30,64,3,2,15,64,avg,adam,0.001,2,0.7875
bert_cnn,30,768,3,2,15,64,max,adam,0.001,2,0.8229166666666666
bert_cnn,30,768,3,2,15,128,avg,adam,0.001,2,0.7666666666666667
bert_cnn,30,768,3,2,15,128,max,adam,0.001,2,0.8333333333333334
bert_cnn,30,768,3,2,15,256,avg,adam,0.001,2,0.80625
bert_cnn,30,768,3,2,15,256,max,adam,0.001,2,0.7895833333333333
bert_cnn,30,128,3,2,15,64,avg,adam,0.001,2,0.7895833333333333
bert_cnn,30,768,3,2,15,64,max,adam,0.001,2,0.8083333333333333
bert_cnn,30,768,3,2,15,128,avg,adam,0.001,2,0.8020833333333334
bert_cnn,30,768,3,2,15,128,max,adam,0.001,2,0.7645833333333333
bert_cnn,30,768,3,2,15,256,avg,adam,0.001,2,0.7770833333333333
bert_cnn,30,768,3,2,15,256,max,adam,0.001,2,0.7979166666666667
bert_cnn,30,256,3,2,15,64,avg,adam,0.001,2,0.7979166666666667
bert_cnn,30,768,3,2,15,64,max,adam,0.001,2,0.8145833333333333
bert_cnn,30,768,3,2,15,128,avg,adam,0.001,2,0.8
bert_cnn,30,768,3,2,15,128,max,adam,0.001,2,0.8166666666666667
bert_cnn,30,768,3,2,15,256,avg,adam,0.001,2,0.8083333333333333
bert_cnn,30,768,3,2,15,256,max,adam,0.001,2,0.8208333333333333
bert_cnn,30,512,3,2,15,64,avg,adam,0.001,2,0.7895833333333333
bert_cnn,30,768,3,2,15,64,max,adam,0.001,2,0.8125
bert_cnn,30,768,3,2,15,128,avg,adam,0.001,2,0.79375
bert_cnn,30,768,3,2,15,128,max,adam,0.001,2,0.80625
bert_cnn,30,768,3,2,15,256,avg,adam,0.001,2,0.7791666666666667
bert_cnn,30,768,3,2,15,256,max,adam,0.001,2,0.8125
bert_cnn,30,64,3,2,15,64,avg,adam,0.0001,2,0.8041666666666667
bert_cnn,30,768,3,2,15,64,max,adam,0.0001,2,0.8333333333333334
bert_cnn,30,768,3,2,15,128,avg,adam,0.0001,2,0.8145833333333333
bert_cnn,30,768,3,2,15,128,max,adam,0.0001,2,0.83125
bert_cnn,30,768,3,2,15,256,avg,adam,0.0001,2,0.8208333333333333
bert_cnn,30,768,3,2,15,256,max,adam,0.0001,2,0.8208333333333333
bert_cnn,30,128,3,2,15,64,avg,adam,0.0001,2,0.8104166666666667
bert_cnn,30,768,3,2,15,64,max,adam,0.0001,2,0.825
bert_cnn,30,768,3,2,15,128,avg,adam,0.0001,2,0.8041666666666667
bert_cnn,30,768,3,2,15,128,max,adam,0.0001,2,0.8333333333333334
bert_cnn,30,768,3,2,15,256,avg,adam,0.0001,2,0.8104166666666667
bert_cnn,30,768,3,2,15,256,max,adam,0.0001,2,0.8229166666666666
bert_cnn,30,256,3,2,15,64,avg,adam,0.0001,2,0.8125
bert_cnn,30,768,3,2,15,64,max,adam,0.0001,2,0.8354166666666667
bert_cnn,30,768,3,2,15,128,avg,adam,0.0001,2,0.7958333333333333
bert_cnn,30,768,3,2,15,128,max,adam,0.0001,2,0.8479166666666667
bert_cnn,30,768,3,2,15,256,avg,adam,0.0001,2,0.8020833333333334
bert_cnn,30,768,3,2,15,256,max,adam,0.0001,2,0.8145833333333333
bert_cnn,30,512,3,2,15,64,avg,adam,0.0001,2,0.8375
bert_cnn,30,768,3,2,15,64,max,adam,0.0001,2,0.8229166666666666
bert_cnn,30,768,3,2,15,128,avg,adam,0.0001,2,0.8229166666666666
bert_cnn,30,768,3,2,15,128,max,adam,0.0001,2,0.8291666666666667
bert_cnn,30,768,3,2,15,256,avg,adam,0.0001,2,0.8041666666666667
bert_cnn,30,768,3,2,15,256,max,adam,0.0001,2,0.8145833333333333
bert_cnn,30,64,3,2,15,64,avg,adam,1e-05,2,0.8395833333333333
bert_cnn,30,768,3,2,15,64,max,adam,1e-05,2,0.8333333333333334
bert_cnn,30,768,3,2,15,128,avg,adam,1e-05,2,0.8104166666666667
bert_cnn,30,768,3,2,15,128,max,adam,1e-05,2,0.8291666666666667
bert_cnn,30,768,3,2,15,256,avg,adam,1e-05,2,0.81875
bert_cnn,30,768,3,2,15,256,max,adam,1e-05,2,0.8333333333333334
bert_cnn,30,128,3,2,15,64,avg,adam,1e-05,2,0.8333333333333334
bert_cnn,30,768,3,2,15,64,max,adam,1e-05,2,0.8479166666666667
bert_cnn,30,768,3,2,15,128,avg,adam,1e-05,2,0.83125
bert_cnn,30,768,3,2,15,128,max,adam,1e-05,2,0.8375
bert_cnn,30,768,3,2,15,256,avg,adam,1e-05,2,0.8291666666666667
bert_cnn,30,768,3,2,15,256,max,adam,1e-05,2,0.8375
bert_cnn,30,256,3,2,15,64,avg,adam,1e-05,2,0.8208333333333333
bert_cnn,30,768,3,2,15,64,max,adam,1e-05,2,0.8458333333333333
bert_cnn,30,768,3,2,15,128,avg,adam,1e-05,2,0.8270833333333333
bert_cnn,30,768,3,2,15,128,max,adam,1e-05,2,0.8395833333333333
bert_cnn,30,768,3,2,15,256,avg,adam,1e-05,2,0.8125
bert_cnn,30,768,3,2,15,256,max,adam,1e-05,2,0.83125
bert_cnn,30,512,3,2,15,64,avg,adam,1e-05,2,0.8125
bert_cnn,30,768,3,2,15,64,max,adam,1e-05,2,0.8520833333333333
bert_cnn,30,768,3,2,15,128,avg,adam,1e-05,2,0.8458333333333333
bert_cnn,30,768,3,2,15,128,max,adam,1e-05,2,0.84375
bert_cnn,30,768,3,2,15,256,avg,adam,1e-05,2,0.8333333333333334
bert_cnn,30,768,3,2,15,256,max,adam,1e-05,2,0.8354166666666667
bert_mid_layer,30,64,3,2,15,64,avg,adam,0.001,2,0.7916666666666666
bert_mid_layer,30,64,3,2,15,64,max,adam,0.001,2,0.8020833333333334
bert_mid_layer,30,64,3,2,15,128,avg,adam,0.001,2,0.8104166666666667
bert_mid_layer,30,64,3,2,15,128,max,adam,0.001,2,0.825
bert_mid_layer,30,64,3,2,15,256,avg,adam,0.001,2,0.7958333333333333
bert_mid_layer,30,64,3,2,15,256,max,adam,0.001,2,0.7979166666666667
bert_mid_layer,30,128,3,2,15,64,avg,adam,0.001,2,0.7833333333333333
bert_mid_layer,30,128,3,2,15,64,max,adam,0.001,2,0.7916666666666666
bert_mid_layer,30,128,3,2,15,128,avg,adam,0.001,2,0.7708333333333334
bert_mid_layer,30,128,3,2,15,128,max,adam,0.001,2,0.8041666666666667
bert_mid_layer,30,128,3,2,15,256,avg,adam,0.001,2,0.76875
bert_mid_layer,30,128,3,2,15,256,max,adam,0.001,2,0.775
bert_mid_layer,30,256,3,2,15,64,avg,adam,0.001,2,0.7979166666666667
bert_mid_layer,30,256,3,2,15,64,max,adam,0.001,2,0.7833333333333333
bert_mid_layer,30,256,3,2,15,128,avg,adam,0.001,2,0.8020833333333334
bert_mid_layer,30,256,3,2,15,128,max,adam,0.001,2,0.7854166666666667
bert_mid_layer,30,256,3,2,15,256,avg,adam,0.001,2,0.7770833333333333
bert_mid_layer,30,256,3,2,15,256,max,adam,0.001,2,0.8
bert_mid_layer,30,512,3,2,15,64,avg,adam,0.001,2,0.78125
bert_mid_layer,30,512,3,2,15,64,max,adam,0.001,2,0.7979166666666667
bert_mid_layer,30,512,3,2,15,128,avg,adam,0.001,2,0.7791666666666667
bert_mid_layer,30,512,3,2,15,128,max,adam,0.001,2,0.8020833333333334
bert_mid_layer,30,512,3,2,15,256,avg,adam,0.001,2,0.7645833333333333
bert_mid_layer,30,512,3,2,15,256,max,adam,0.001,2,0.7916666666666666
bert_mid_layer,30,64,3,2,15,64,avg,adam,0.0001,2,0.8104166666666667
bert_mid_layer,30,64,3,2,15,64,max,adam,0.0001,2,0.8041666666666667
bert_mid_layer,30,64,3,2,15,128,avg,adam,0.0001,2,0.79375
bert_mid_layer,30,64,3,2,15,128,max,adam,0.0001,2,0.8479166666666667
bert_mid_layer,30,64,3,2,15,256,avg,adam,0.0001,2,0.8166666666666667
bert_mid_layer,30,64,3,2,15,256,max,adam,0.0001,2,0.8375
bert_mid_layer,30,128,3,2,15,64,avg,adam,0.0001,2,0.8041666666666667
bert_mid_layer,30,128,3,2,15,64,max,adam,0.0001,2,0.8145833333333333
bert_mid_layer,30,128,3,2,15,128,avg,adam,0.0001,2,0.8
bert_mid_layer,30,128,3,2,15,128,max,adam,0.0001,2,0.8291666666666667
bert_mid_layer,30,128,3,2,15,256,avg,adam,0.0001,2,0.8104166666666667
bert_mid_layer,30,128,3,2,15,256,max,adam,0.0001,2,0.8291666666666667
bert_mid_layer,30,256,3,2,15,64,avg,adam,0.0001,2,0.7770833333333333
bert_mid_layer,30,256,3,2,15,64,max,adam,0.0001,2,0.80625
bert_mid_layer,30,256,3,2,15,128,avg,adam,0.0001,2,0.8083333333333333
bert_mid_layer,30,256,3,2,15,128,max,adam,0.0001,2,0.8270833333333333
bert_mid_layer,30,256,3,2,15,256,avg,adam,0.0001,2,0.8125
bert_mid_layer,30,256,3,2,15,256,max,adam,0.0001,2,0.8125
bert_mid_layer,30,512,3,2,15,64,avg,adam,0.0001,2,0.8145833333333333
bert_mid_layer,30,512,3,2,15,64,max,adam,0.0001,2,0.81875
bert_mid_layer,30,512,3,2,15,128,avg,adam,0.0001,2,0.8145833333333333
bert_mid_layer,30,512,3,2,15,128,max,adam,0.0001,2,0.8229166666666666
bert_mid_layer,30,512,3,2,15,256,avg,adam,0.0001,2,0.8208333333333333
bert_mid_layer,30,512,3,2,15,256,max,adam,0.0001,2,0.8270833333333333
bert_mid_layer,30,64,3,2,15,64,avg,adam,1e-05,2,0.83125
bert_mid_layer,30,64,3,2,15,64,max,adam,1e-05,2,0.8375
bert_mid_layer,30,64,3,2,15,128,avg,adam,1e-05,2,0.8270833333333333
bert_mid_layer,30,64,3,2,15,128,max,adam,1e-05,2,0.80625
bert_mid_layer,30,64,3,2,15,256,avg,adam,1e-05,2,0.8083333333333333
bert_mid_layer,30,64,3,2,15,256,max,adam,1e-05,2,0.8208333333333333
bert_mid_layer,30,128,3,2,15,64,avg,adam,1e-05,2,0.8395833333333333
bert_mid_layer,30,128,3,2,15,64,max,adam,1e-05,2,0.8354166666666667
bert_mid_layer,30,128,3,2,15,128,avg,adam,1e-05,2,0.8208333333333333
bert_mid_layer,30,128,3,2,15,128,max,adam,1e-05,2,0.8229166666666666
bert_mid_layer,30,128,3,2,15,256,avg,adam,1e-05,2,0.8104166666666667
bert_mid_layer,30,128,3,2,15,256,max,adam,1e-05,2,0.7875
bert_mid_layer,30,256,3,2,15,64,avg,adam,1e-05,2,0.8416666666666667
bert_mid_layer,30,256,3,2,15,64,max,adam,1e-05,2,0.8416666666666667
bert_mid_layer,30,256,3,2,15,128,avg,adam,1e-05,2,0.8395833333333333
bert_mid_layer,30,256,3,2,15,128,max,adam,1e-05,2,0.8270833333333333
bert_mid_layer,30,256,3,2,15,256,avg,adam,1e-05,2,0.8270833333333333
bert_mid_layer,30,256,3,2,15,256,max,adam,1e-05,2,0.8145833333333333
bert_mid_layer,30,512,3,2,15,64,avg,adam,1e-05,2,0.8375
bert_mid_layer,30,512,3,2,15,64,max,adam,1e-05,2,0.8395833333333333
bert_mid_layer,30,512,3,2,15,128,avg,adam,1e-05,2,0.81875
bert_mid_layer,30,512,3,2,15,128,max,adam,1e-05,2,0.8291666666666667
bert_mid_layer,30,512,3,2,15,256,avg,adam,1e-05,2,0.8229166666666666
bert_mid_layer,30,512,3,2,15,256,max,adam,1e-05,2,0.8166666666666667
