模型, 长度,学习率, 优化器类型,batch_size,hidden_size,pooling_style,epoch_num,kernel_size,time,acc
gru,30,0.001,adam,64,768,max,10,4,6.991105795,0.747222222
gru,30,0.001,adam,64,768,max,20,3,7.208594322,0.744444444
gru,30,0.001,adam,64,768,max,20,4,6.886219263,0.741666667
gru,50,0.001,adam,64,768,max,20,3,7.42412734,0.741666667
gru,100,0.001,adam,64,768,max,10,4,10.82490659,0.733333333
gru,30,0.001,adam,64,768,avg,20,3,7.32098794,0.730555556
gru,50,0.001,adam,64,768,avg,10,3,7.548095465,0.727777778
gru,50,0.001,adam,64,768,avg,20,3,7.572047949,0.727777778
gru,50,0.001,adam,64,768,max,10,3,7.550785065,0.727777778
gru,100,0.001,adam,64,768,avg,10,3,10.8450458,0.727777778
gru,100,0.001,adam,64,768,avg,20,4,11.19172549,0.727777778
gru,30,0.001,adam,64,768,avg,20,4,6.853719234,0.725
gru,30,0.001,adam,64,768,max,10,3,6.829087019,0.725
gru,100,0.001,adam,64,768,max,20,3,10.85558033,0.725
gru,100,0.001,adam,64,768,avg,10,4,10.77067041,0.722222222
gru,100,0.001,adam,64,768,avg,20,3,10.92211819,0.722222222
lstm,30,0.001,adam,64,768,avg,10,3,7.181895256,0.719444444
lstm,50,0.001,adam,64,768,avg,10,4,9.364794731,0.719444444
lstm,200,0.001,adam,64,768,max,10,4,22.02215075,0.719444444
gru,30,0.001,adam,64,768,avg,10,3,7.280953646,0.716666667
gru,50,0.001,adam,64,768,avg,20,4,7.366464376,0.716666667
gru,100,0.001,adam,64,768,max,20,4,10.97053576,0.716666667
gru,30,0.001,adam,768,768,avg,10,3,5.283468485,0.713888889
gru,50,0.001,adam,64,768,avg,10,4,7.465135098,0.713888889
lstm,50,0.001,adam,64,768,max,10,3,9.431011677,0.711111111
lstm,100,0.001,adam,64,768,avg,10,3,13.03193045,0.711111111
gru,30,0.001,adam,64,768,avg,10,4,7.010093451,0.711111111
gru,100,0.001,adam,64,768,max,10,3,11.03158712,0.711111111
gru,100,0.001,adam,768,768,avg,20,3,9.672483206,0.711111111
gru,100,0.001,adam,768,768,max,20,4,9.553248882,0.711111111
lstm,100,0.001,adam,64,768,avg,20,3,13.28089213,0.708333333
lstm,100,0.001,adam,64,768,max,20,4,13.18058634,0.708333333
lstm,200,0.001,adam,64,768,max,10,3,22.19785166,0.708333333
gru,50,0.001,adam,64,768,max,10,4,7.373162746,0.708333333
gru,50,0.001,adam,64,768,max,20,4,7.421053171,0.708333333
gru,50,0.001,adam,768,768,avg,20,4,6.422096968,0.708333333
lstm,50,0.001,adam,64,768,avg,20,4,9.345698595,0.705555556
lstm,200,0.001,adam,64,768,avg,20,4,22.15342379,0.705555556
gru,30,0.001,adam,768,768,max,20,4,4.982146502,0.702777778
gru,100,0.001,adam,768,768,avg,10,3,9.505849838,0.702777778
lstm,30,0.001,adam,64,768,avg,20,4,7.627733469,0.7
lstm,50,0.001,adam,64,768,max,10,4,9.348509789,0.7
lstm,200,0.001,adam,64,768,max,20,4,22.26808453,0.7
gru,50,0.001,adam,768,768,avg,20,3,6.308775425,0.7
gru,100,0.001,adam,768,768,max,10,3,9.511434793,0.7
lstm,50,0.001,adam,64,768,max,20,4,8.998374939,0.697222222
gru,30,0.001,adam,768,768,avg,20,3,4.945819616,0.697222222
lstm,30,0.001,adam,64,768,avg,20,3,7.757671595,0.694444444
lstm,30,0.001,adam,64,768,max,20,4,7.30022192,0.694444444
lstm,200,0.001,adam,64,768,max,20,3,22.31675434,0.694444444
gru,50,0.001,adam,768,768,max,20,3,6.31934762,0.694444444
gru,100,0.001,adam,768,768,avg,20,4,9.66328764,0.694444444
lstm,30,0.001,adam,64,768,avg,10,4,7.158598661,0.691666667
lstm,30,0.001,adam,64,768,max,10,3,7.659758568,0.691666667
lstm,100,0.001,adam,64,768,max,10,3,13.41483498,0.691666667
lstm,200,0.001,adam,64,768,avg,10,4,22.16426373,0.691666667
gru,100,0.001,adam,768,768,max,20,3,9.32439518,0.691666667
lstm,30,0.001,adam,64,768,max,20,3,7.48375082,0.688888889
lstm,200,0.001,adam,64,768,avg,20,3,22.24945235,0.688888889
gru,50,0.001,adam,768,768,max,10,4,6.375099659,0.688888889
lstm,50,0.001,adam,64,768,max,20,3,9.200853348,0.686111111
lstm,200,0.001,adam,64,768,avg,10,3,22.20075417,0.686111111
gru,30,0.001,adam,768,768,max,10,3,5.085223675,0.686111111
gru,30,0.001,adam,768,768,avg,20,4,5.290568829,0.683333333
gru,50,0.001,adam,768,768,avg,10,3,6.546988964,0.683333333
gru,50,0.001,adam,768,768,avg,10,4,6.416343689,0.683333333
lstm,100,0.001,adam,64,768,avg,10,4,13.21763802,0.680555556
gru,30,0.001,adam,768,768,max,10,4,5.113628626,0.680555556
gru,50,0.001,adam,768,768,max,10,3,6.383321047,0.680555556
lstm,100,0.001,adam,64,768,avg,20,4,13.61142015,0.677777778
gru,30,0.001,adam,768,768,max,20,3,5.169821501,0.677777778
gru,100,0.001,adam,768,768,max,10,4,9.551474333,0.677777778
lstm,100,0.001,adam,64,768,max,10,4,13.45857406,0.675
gru,30,0.001,adam,768,768,avg,10,4,5.101745129,0.675
lstm,30,0.001,adam,64,768,max,10,4,7.650831699,0.672222222
gru,50,0.001,adam,768,768,max,20,4,6.450666428,0.672222222
gru,100,0.001,adam,768,768,avg,10,4,9.720148563,0.666666667
lstm,100,0.001,adam,64,768,max,20,3,13.20183897,0.661111111
lstm,50,0.001,adam,64,768,avg,20,3,9.115153551,0.658333333
gru,100,0.0001,adam,64,768,avg,20,4,11.44104481,0.652777778
gru,30,0.0001,adam,64,768,avg,20,3,6.222382069,0.65
gru,50,0.0001,adam,64,768,max,20,3,7.327403307,0.65
gru,100,0.0001,adam,64,768,avg,20,3,11.51119232,0.65
lstm,50,0.001,adam,768,768,max,20,4,7.539831161,0.644444444
gru,30,0.0001,adam,64,768,avg,10,4,6.053874254,0.644444444
gru,50,0.0001,adam,64,768,avg,20,4,7.418033123,0.644444444
gru,100,0.0001,adam,64,768,max,20,3,11.51666379,0.644444444
gru,50,0.0001,adam,64,768,avg,10,4,7.353337526,0.641666667
gru,50,0.0001,adam,64,768,max,10,4,7.341490984,0.638888889
gru,100,0.0001,adam,64,768,avg,10,4,11.43855524,0.638888889
lstm,100,0.001,adam,768,768,max,10,4,10.9447844,0.636111111
gru,30,0.0001,adam,64,768,max,10,3,6.360688686,0.636111111
gru,100,0.0001,adam,64,768,max,20,4,11.7489388,0.636111111
lstm,50,0.001,adam,768,768,avg,20,3,7.298997402,0.633333333
gru,50,0.0001,adam,64,768,avg,20,3,7.299094439,0.633333333
lstm,50,0.001,adam,768,768,max,10,4,7.38460803,0.630555556
gru,30,0.0001,adam,64,768,avg,10,3,6.408911228,0.630555556
lstm,30,0.001,adam,768,768,max,10,3,6.251396894,0.627777778
lstm,100,0.001,adam,768,768,avg,10,3,11.08211303,0.627777778
lstm,100,0.001,adam,768,768,avg,20,4,10.97958374,0.627777778
lstm,100,0.001,adam,768,768,max,20,4,10.92044663,0.627777778
gru,50,0.0001,adam,64,768,max,10,3,7.368380308,0.627777778
lstm,30,0.001,adam,768,768,avg,20,3,6.307124615,0.625
lstm,100,0.001,adam,768,768,max,10,3,11.06438327,0.625
lstm,100,0.001,adam,768,768,max,20,3,10.89518619,0.625
gru,30,0.0001,adam,64,768,max,20,3,8.651931763,0.625
gru,50,0.0001,adam,64,768,max,20,4,7.498362064,0.625
gru,100,0.0001,adam,64,768,avg,10,3,11.4672513,0.625
lstm,50,0.001,adam,768,768,avg,10,3,7.416053295,0.619444444
lstm,50,0.001,adam,768,768,avg,10,4,7.281598568,0.619444444
lstm,50,0.001,adam,768,768,max,10,3,7.367168903,0.619444444
lstm,100,0.001,adam,768,768,avg,10,4,10.99717593,0.619444444
lstm,200,0.001,adam,768,768,avg,10,4,20.14813423,0.619444444
gru,30,0.0001,adam,64,768,avg,20,4,6.224113703,0.619444444
gru,50,0.0001,adam,64,768,avg,10,3,7.406768799,0.619444444
lstm,50,0.001,adam,768,768,max,20,3,7.416328669,0.616666667
lstm,200,0.001,adam,768,768,avg,20,3,20.05452251,0.616666667
gru,30,0.0001,adam,64,768,max,10,4,7.008923292,0.616666667
lstm,30,0.001,adam,768,768,avg,20,4,6.354767561,0.613888889
gru,100,0.0001,adam,64,768,max,10,3,11.44528961,0.613888889
gru,100,0.0001,adam,64,768,max,10,4,11.47902179,0.613888889
lstm,30,0.001,adam,768,768,avg,10,4,6.043839693,0.611111111
lstm,30,0.001,adam,768,768,max,20,3,6.261026382,0.608333333
lstm,200,0.001,adam,768,768,max,20,3,20.09676528,0.608333333
gru,30,0.0001,adam,64,768,max,20,4,7.582659721,0.608333333
lstm,30,0.001,adam,768,768,avg,10,3,6.090146065,0.605555556
lstm,30,0.001,adam,768,768,max,10,4,6.264976501,0.602777778
lstm,200,0.001,adam,768,768,max,10,3,19.87552452,0.602777778
lstm,200,0.0001,adam,64,768,avg,20,4,21.99564385,0.602777778
lstm,50,0.001,adam,768,768,avg,20,4,7.770118237,0.6
lstm,200,0.0001,adam,64,768,max,20,4,22.08149815,0.6
lstm,50,0.0001,adam,64,768,avg,20,4,8.879475594,0.597222222
lstm,200,0.001,adam,768,768,avg,20,4,20.3293004,0.597222222
lstm,30,0.001,adam,768,768,max,20,4,6.140653849,0.594444444
lstm,30,0.0001,adam,64,768,max,20,3,8.477579117,0.594444444
lstm,50,0.0001,adam,64,768,avg,10,3,9.081802368,0.594444444
lstm,100,0.001,adam,768,768,avg,20,3,10.86482978,0.594444444
lstm,30,0.0001,adam,64,768,avg,20,4,7.702095509,0.591666667
lstm,200,0.001,adam,768,768,max,20,4,20.11199832,0.588888889
lstm,50,0.0001,adam,64,768,avg,20,3,8.861906767,0.586111111
lstm,100,0.0001,adam,64,768,avg,20,3,13.04997706,0.583333333
lstm,200,0.001,adam,768,768,max,10,4,20.19606566,0.583333333
lstm,30,0.0001,adam,64,768,max,20,4,8.122875214,0.577777778
lstm,200,0.0001,adam,64,768,max,10,3,22.05170226,0.577777778
lstm,30,0.0001,adam,64,768,max,10,4,8.407468319,0.575
lstm,50,0.0001,adam,64,768,max,10,3,9.266613007,0.572222222
lstm,100,0.0001,adam,64,768,max,10,3,13.25080156,0.572222222
lstm,200,0.0001,adam,64,768,avg,10,4,21.76131535,0.572222222
lstm,50,0.0001,adam,64,768,avg,10,4,9.095855713,0.569444444
lstm,100,0.0001,adam,64,768,max,20,3,13.18360567,0.569444444
lstm,100,0.0001,adam,64,768,max,20,4,13.05007029,0.569444444
lstm,200,0.0001,adam,64,768,max,10,4,22.11442637,0.569444444
lstm,100,0.0001,adam,64,768,avg,10,4,12.71075511,0.566666667
lstm,30,0.0001,adam,64,768,avg,10,3,7.988253832,0.563888889
lstm,50,0.0001,adam,64,768,max,10,4,9.216175556,0.563888889
gru,30,0.001,adam,64,64,max,20,3,2.406361341,0.563888889
lstm,100,0.0001,adam,64,768,avg,20,4,13.12897062,0.561111111
gru,100,0.001,adam,64,64,max,10,4,2.136445522,0.561111111
lstm,30,0.0001,adam,64,768,max,10,3,8.014599323,0.558333333
lstm,100,0.0001,adam,64,768,avg,10,3,12.88778853,0.558333333
lstm,200,0.0001,adam,64,768,avg,20,3,21.86105299,0.558333333
gru,30,0.001,adam,64,64,max,20,4,2.943445206,0.558333333
gru,100,0.001,adam,64,64,avg,20,4,2.404994249,0.558333333
gru,100,0.001,adam,64,64,max,20,4,2.476703882,0.558333333
lstm,30,0.0001,adam,64,768,avg,10,4,8.28640461,0.555555556
lstm,200,0.0001,adam,64,768,avg,10,3,21.641644,0.555555556
gru,50,0.001,adam,64,64,avg,20,3,2.782378435,0.552777778
gru,50,0.001,adam,64,64,max,10,4,3.552266836,0.552777778
lstm,50,0.0001,adam,64,768,max,20,3,9.181648016,0.55
lstm,50,0.0001,adam,64,768,max,20,4,9.184665442,0.55
lstm,200,0.0001,adam,64,768,max,20,3,22.064399,0.55
lstm,30,0.001,adam,64,64,max,20,3,1.626716614,0.547222222
lstm,100,0.001,adam,64,64,max,10,3,2.939402342,0.544444444
lstm,100,0.0001,adam,64,768,max,10,4,13.11856365,0.544444444
lstm,30,0.0001,adam,64,768,avg,20,3,7.738150597,0.541666667
gru,50,0.001,adam,64,64,avg,10,4,2.800550938,0.541666667
gru,50,0.001,adam,64,64,avg,20,4,3.387450218,0.538888889
gru,100,0.001,adam,64,64,max,20,3,2.189932585,0.538888889
gru,50,0.001,adam,64,64,max,20,4,2.177593708,0.533333333
gru,30,0.001,adam,64,64,avg,10,3,2.605843067,0.525
gru,30,0.001,adam,64,64,avg,20,3,3.029685497,0.525
gru,30,0.001,adam,64,64,avg,20,4,2.475759268,0.525
gru,30,0.001,adam,64,64,max,10,3,2.43025279,0.525
gru,30,0.001,adam,64,64,avg,10,4,2.878971815,0.519444444
gru,50,0.001,adam,64,64,max,20,3,2.785368204,0.508333333
lstm,100,0.001,adam,64,64,avg,10,3,2.523176432,0.505555556
lstm,200,0.001,adam,64,64,max,20,3,2.35418725,0.505555556
gru,50,0.001,adam,64,64,avg,10,3,2.882484198,0.505555556
gru,100,0.001,adam,64,64,avg,10,4,2.500931025,0.502777778
gru,100,0.001,adam,64,64,avg,20,3,2.357957363,0.502777778
lstm,30,0.001,adam,64,64,max,10,3,1.698828697,0.5
lstm,50,0.001,adam,64,64,avg,10,3,2.416509151,0.5
lstm,100,0.001,adam,64,64,avg,20,4,3.028496265,0.5
lstm,100,0.001,adam,64,64,max,20,4,2.371972561,0.5
lstm,30,0.001,adam,64,64,avg,20,4,1.632522345,0.497222222
gru,30,0.001,adam,64,64,max,10,4,2.488491058,0.497222222
gru,100,0.001,adam,64,64,avg,10,3,2.416824102,0.497222222
gru,50,0.001,adam,64,64,max,10,3,3.36295414,0.494444444
lstm,30,0.001,adam,64,64,avg,20,3,1.448906422,0.488888889
lstm,100,0.001,adam,64,64,avg,10,4,2.623230934,0.486111111
lstm,50,0.001,adam,64,64,avg,20,3,2.741079807,0.483333333
gru,100,0.001,adam,64,64,max,10,3,2.161171913,0.477777778
lstm,50,0.001,adam,64,64,max,10,4,2.406598091,0.475
lstm,50,0.001,adam,64,64,max,20,4,2.607087851,0.475
lstm,200,0.001,adam,64,64,max,10,3,2.776939869,0.475
lstm,200,0.001,adam,64,64,avg,20,3,2.674761295,0.472222222
lstm,30,0.001,adam,64,64,max,20,4,1.561311007,0.469444444
lstm,50,0.001,adam,64,64,max,10,3,3.1964252,0.469444444
lstm,50,0.001,adam,64,64,max,20,3,2.743432283,0.469444444
lstm,50,0.001,adam,64,64,avg,20,4,2.680384398,0.463888889
lstm,30,0.001,adam,64,64,max,10,4,1.683929682,0.461111111
lstm,100,0.001,adam,64,64,max,10,4,2.555951118,0.458333333
lstm,200,0.001,adam,64,64,avg,10,4,2.672502041,0.458333333
lstm,200,0.001,adam,64,64,avg,20,4,2.589307547,0.458333333
lstm,200,0.001,adam,64,64,max,20,4,2.505347013,0.452777778
lstm,30,0.001,adam,64,64,avg,10,4,1.281375885,0.45
lstm,200,0.001,adam,64,64,avg,10,3,2.421854973,0.436111111
lstm,200,0.001,adam,64,64,max,10,4,2.591445923,0.436111111
lstm,50,0.001,adam,64,64,avg,10,4,2.506538153,0.433333333
lstm,100,0.001,adam,64,64,avg,20,3,2.71962285,0.433333333
lstm,100,0.001,adam,64,64,max,20,3,2.660747051,0.422222222
gru,30,0.0001,adam,768,768,avg,20,4,5.440386057,0.244444444
gru,30,0.0001,adam,768,768,max,10,4,5.567470789,0.244444444
gru,50,0.0001,adam,768,768,avg,10,4,6.42422843,0.244444444
gru,50,0.0001,adam,768,768,max,10,4,6.356243849,0.241666667
gru,100,0.0001,adam,768,768,max,20,4,9.556153297,0.236111111
gru,100,0.0001,adam,768,768,max,10,3,9.721890211,0.233333333
gru,100,0.0001,adam,768,768,avg,10,3,9.736803532,0.225
gru,30,0.0001,adam,768,768,max,20,3,5.624104261,0.222222222
gru,100,0.0001,adam,768,768,avg,20,4,9.599764824,0.219444444
gru,50,0.0001,adam,768,768,max,10,3,6.317528725,0.213888889
gru,100,0.0001,adam,768,768,avg,20,3,9.623986483,0.211111111
gru,30,0.0001,adam,768,768,avg,10,4,5.686226368,0.208333333
gru,30,0.0001,adam,768,768,max,20,4,5.52469635,0.208333333
gru,100,0.0001,adam,768,768,max,20,3,9.759600401,0.205555556
gru,50,0.0001,adam,768,768,avg,10,3,6.38688612,0.202777778
gru,50,0.0001,adam,768,768,avg,20,3,6.398433447,0.202777778
gru,30,0.0001,adam,768,768,avg,10,3,5.590973139,0.180555556
gru,50,0.0001,adam,768,768,max,20,3,6.359826565,0.180555556
gru,100,0.0001,adam,768,768,max,10,4,9.642582893,0.180555556
lstm,200,0.0001,adam,768,768,avg,20,4,19.94156766,0.175
gru,100,0.0001,adam,768,768,avg,10,4,9.54399538,0.175
gru,50,0.0001,adam,768,768,max,20,4,6.400973558,0.172222222
lstm,30,0.0001,adam,768,768,max,20,3,6.088986158,0.166666667
gru,50,0.0001,adam,768,768,avg,20,4,6.368262768,0.166666667
lstm,200,0.0001,adam,768,768,max,20,4,20.01734567,0.163888889
gru,30,0.0001,adam,768,768,max,10,3,5.344527483,0.163888889
lstm,200,0.0001,adam,768,768,max,20,3,19.92278647,0.155555556
lstm,50,0.0001,adam,768,768,avg,20,3,7.467917919,0.152777778
lstm,50,1.00E-05,adam,64,768,max,10,3,8.891144514,0.152777778
lstm,200,0.0001,adam,768,768,max,10,3,19.87725234,0.152777778
lstm,50,0.0001,adam,768,768,max,20,3,7.467883825,0.147222222
gru,30,0.0001,adam,768,768,avg,20,3,5.575829029,0.147222222
lstm,100,0.0001,adam,768,768,max,10,3,10.91274929,0.144444444
lstm,30,0.0001,adam,768,768,avg,20,3,5.944919348,0.141666667
lstm,100,1.00E-05,adam,64,768,avg,20,3,13.1794858,0.141666667
gru,50,1.00E-05,adam,64,768,max,20,4,7.499318123,0.141666667
lstm,50,0.0001,adam,768,768,avg,10,4,7.559111595,0.138888889
lstm,50,0.0001,adam,768,768,max,20,4,7.769129515,0.138888889
lstm,100,0.0001,adam,768,768,avg,10,3,11.14063358,0.138888889
lstm,100,0.0001,adam,768,768,avg,20,4,10.81457162,0.138888889
lstm,200,0.0001,adam,768,768,max,10,4,19.94183755,0.138888889
gru,30,1.00E-05,adam,64,768,avg,20,4,6.941121101,0.138888889
lstm,30,0.0001,adam,768,768,max,10,4,6.039441824,0.136111111
lstm,200,0.0001,adam,768,768,avg,10,4,20.08099461,0.136111111
lstm,50,0.0001,adam,768,768,avg,20,4,7.613090992,0.133333333
lstm,50,0.0001,adam,768,768,max,10,3,7.650991678,0.133333333
lstm,30,1.00E-05,adam,64,768,max,20,3,8.029139519,0.127777778
lstm,50,0.0001,adam,768,768,avg,10,3,7.519910574,0.127777778
lstm,100,0.0001,adam,768,768,avg,20,3,10.79769039,0.127777778
lstm,200,0.0001,adam,768,768,avg,10,3,20.0457809,0.125
gru,50,1.00E-05,adam,64,768,max,10,4,7.534920216,0.125
gru,100,1.00E-05,adam,64,768,avg,10,4,10.77615523,0.125
lstm,50,0.0001,adam,768,768,max,10,4,7.587416887,0.122222222
lstm,100,0.0001,adam,768,768,max,20,4,10.89716125,0.122222222
gru,100,0.001,adam,768,64,max,10,3,0.920689821,0.122222222
lstm,200,0.0001,adam,768,768,avg,20,3,19.99541402,0.119444444
gru,100,1.00E-05,adam,64,768,max,10,4,10.41877532,0.119444444
lstm,30,0.0001,adam,768,768,avg,20,4,5.976385593,0.116666667
lstm,50,1.00E-05,adam,64,768,max,10,4,8.912940264,0.116666667
lstm,100,0.0001,adam,768,768,avg,10,4,10.84780955,0.116666667
lstm,200,0.001,adam,768,64,max,10,4,1.108663559,0.113888889
gru,30,1.00E-05,adam,64,768,max,10,4,7.287036419,0.113888889
gru,100,0.001,adam,768,64,max,10,4,0.989140749,0.113888889
lstm,30,0.0001,adam,768,768,avg,10,3,6.522933483,0.111111111
lstm,30,0.0001,adam,768,768,avg,10,4,6.005688906,0.111111111
lstm,30,0.0001,adam,768,768,max,10,3,6.070295811,0.111111111
lstm,50,1.00E-05,adam,64,768,avg,10,4,9.103968382,0.111111111
lstm,200,1.00E-05,adam,64,768,max,20,4,21.98741651,0.111111111
gru,50,0.001,adam,768,64,avg,10,3,0.827189684,0.111111111
gru,50,1.00E-05,adam,64,768,avg,10,4,7.425019979,0.111111111
gru,100,0.001,adam,768,64,avg,20,3,0.942357063,0.108333333
gru,100,1.00E-05,adam,64,768,avg,10,3,10.81170583,0.108333333
lstm,30,1.00E-05,adam,64,768,avg,10,4,8.04159236,0.105555556
lstm,200,1.00E-05,adam,64,768,avg,10,3,21.84396195,0.105555556
gru,30,1.00E-05,adam,64,768,max,10,3,7.058842897,0.105555556
gru,50,1.00E-05,adam,64,768,avg,20,4,7.268142939,0.105555556
lstm,100,1.00E-05,adam,64,768,max,10,3,13.04913092,0.102777778
gru,30,0.001,adam,768,64,avg,10,3,0.907208204,0.102777778
gru,50,0.001,adam,768,64,max,10,3,0.987774849,0.102777778
lstm,30,1.00E-05,adam,64,768,max,10,4,8.075420141,0.1
lstm,50,1.00E-05,adam,64,768,avg,20,3,9.229963064,0.1
lstm,100,1.00E-05,adam,64,768,max,20,3,13.08439827,0.1
gru,30,0.001,adam,768,64,avg,20,4,1.284548998,0.1
gru,100,1.00E-05,adam,64,768,max,20,4,10.72632694,0.1
lstm,30,1.00E-05,adam,64,768,avg,10,3,8.173830271,0.097222222
lstm,30,1.00E-05,adam,64,768,avg,20,3,8.286390543,0.097222222
lstm,50,1.00E-05,adam,64,768,max,20,4,9.259042025,0.097222222
gru,30,0.001,adam,768,64,max,10,3,1.129462481,0.097222222
gru,50,1.00E-05,adam,64,768,avg,20,3,7.317430019,0.097222222
lstm,30,1.00E-05,adam,64,768,max,10,3,8.241684198,0.094444444
lstm,100,0.001,adam,768,64,avg,20,4,1.173007011,0.094444444
lstm,100,0.0001,adam,768,768,max,10,4,11.10294223,0.094444444
lstm,100,0.0001,adam,768,768,max,20,3,10.89551401,0.094444444
gru,30,1.00E-05,adam,64,768,avg,20,3,6.834336281,0.094444444
gru,100,0.001,adam,768,64,avg,10,4,0.923950195,0.094444444
lstm,30,0.0001,adam,768,768,max,20,4,5.963073969,0.091666667
lstm,30,1.00E-05,adam,64,768,max,20,4,8.174031734,0.091666667
lstm,50,1.00E-05,adam,64,768,max,20,3,9.443348169,0.091666667
lstm,50,1.00E-05,adam,768,768,max,10,3,7.333300352,0.091666667
gru,50,0.001,adam,768,64,max,10,4,1.206940174,0.091666667
