模型, 长度,学习率, 优化器类型,batch_size,hidden_size,pooling_style,epoch_num,kernel_size,time,acc
lstm,200,0.001,SGD,768,64,avg,10,3,1.142060995,0.061111111
lstm,200,0.001,SGD,768,64,avg,20,4,1.059551716,0.061111111
lstm,200,0.0001,adam,768,64,avg,10,4,1.141833067,0.061111111
lstm,200,0.0001,adam,768,64,avg,20,3,1.065919638,0.061111111
lstm,200,0.0001,SGD,64,768,avg,20,3,21.44925189,0.061111111
lstm,200,0.0001,SGD,768,64,avg,10,3,1.211097717,0.061111111
lstm,200,0.0001,SGD,768,64,max,20,3,1.065294504,0.061111111
lstm,200,0.0001,SGD,768,64,max,20,4,1.060171604,0.061111111
lstm,200,1.00E-05,adam,64,64,max,20,3,2.488567829,0.061111111
lstm,200,1.00E-05,adam,64,64,max,20,4,2.431696415,0.061111111
lstm,200,1.00E-05,adam,64,768,avg,10,4,21.89725423,0.061111111
lstm,200,1.00E-05,adam,64,768,max,20,3,22.04598451,0.061111111
lstm,200,1.00E-05,adam,768,64,max,20,4,1.041823149,0.061111111
lstm,200,1.00E-05,SGD,64,64,avg,20,3,2.538109779,0.061111111
lstm,200,1.00E-05,SGD,64,64,avg,20,4,2.61968112,0.061111111
lstm,200,1.00E-05,SGD,64,64,max,20,3,2.43682766,0.061111111
lstm,200,1.00E-05,SGD,768,64,max,10,3,1.077309608,0.061111111
lstm,200,1.00E-05,SGD,768,768,max,20,3,20.11296916,0.061111111
gru,30,0.001,SGD,64,768,avg,10,4,6.633801937,0.061111111
gru,30,0.001,SGD,64,768,max,10,4,5.865190983,0.061111111
gru,30,0.001,SGD,768,64,avg,10,3,0.704153776,0.061111111
gru,30,0.0001,SGD,64,64,max,20,3,2.956883192,0.061111111
gru,30,0.0001,SGD,64,768,max,10,4,6.532106876,0.061111111
gru,30,0.0001,SGD,768,64,avg,20,4,0.972555637,0.061111111
gru,30,1.00E-05,adam,768,64,max,20,3,1.199448586,0.061111111
gru,30,1.00E-05,adam,768,64,max,20,4,1.226800919,0.061111111
gru,30,1.00E-05,adam,768,768,max,10,4,5.459049225,0.061111111
gru,30,1.00E-05,adam,768,768,max,20,4,5.325010061,0.061111111
gru,30,1.00E-05,SGD,64,64,avg,10,4,2.096181393,0.061111111
gru,30,1.00E-05,SGD,64,64,max,20,3,2.753110647,0.061111111
gru,30,1.00E-05,SGD,64,768,avg,10,3,6.689236641,0.061111111
gru,30,1.00E-05,SGD,64,768,avg,20,3,6.596847057,0.061111111
gru,30,1.00E-05,SGD,64,768,avg,20,4,6.584795237,0.061111111
gru,30,1.00E-05,SGD,64,768,max,10,4,6.255331755,0.061111111
gru,50,0.001,SGD,64,64,avg,20,4,2.480235338,0.061111111
gru,50,0.001,SGD,64,64,max,10,3,2.20192194,0.061111111
gru,50,0.001,SGD,64,768,max,20,3,6.760490656,0.061111111
gru,50,0.001,SGD,768,64,max,20,4,0.976982117,0.061111111
gru,50,0.0001,adam,64,64,avg,20,4,2.113476038,0.061111111
gru,50,0.0001,adam,64,64,max,10,3,2.139797449,0.061111111
gru,50,0.0001,adam,768,64,avg,20,4,0.899116278,0.061111111
gru,50,0.0001,adam,768,64,max,20,4,0.988032579,0.061111111
gru,50,0.0001,SGD,64,64,avg,10,3,2.244007349,0.061111111
gru,50,0.0001,SGD,768,64,avg,20,4,1.063167334,0.061111111
gru,50,0.0001,SGD,768,768,avg,10,4,6.40116334,0.061111111
gru,50,0.0001,SGD,768,768,max,10,4,6.391845942,0.061111111
gru,50,1.00E-05,adam,768,64,max,20,3,1.148063421,0.061111111
gru,50,1.00E-05,SGD,64,768,max,20,3,6.984469175,0.061111111
gru,100,0.001,adam,768,64,max,20,4,0.937688589,0.061111111
gru,100,0.001,SGD,64,64,avg,10,4,1.952565193,0.061111111
gru,100,0.001,SGD,64,64,avg,20,4,2.288744926,0.061111111
gru,100,0.001,SGD,64,768,avg,10,4,10.34074473,0.061111111
gru,100,0.001,SGD,64,768,max,20,3,10.49777555,0.061111111
gru,100,0.001,SGD,768,64,avg,20,3,1.209765673,0.061111111
gru,100,0.001,SGD,768,64,avg,20,4,1.181080341,0.061111111
gru,100,0.0001,adam,64,64,max,20,3,3.8481884,0.061111111
gru,100,0.0001,adam,768,64,avg,10,4,1.23436594,0.061111111
gru,100,0.0001,adam,768,64,max,10,4,1.167250633,0.061111111
gru,100,0.0001,SGD,64,768,avg,20,3,10.0844717,0.061111111
gru,100,0.0001,SGD,768,64,max,20,3,0.900223732,0.061111111
gru,100,0.0001,SGD,768,64,max,20,4,0.900052071,0.061111111
gru,100,1.00E-05,adam,64,64,max,10,4,2.167121649,0.061111111
lstm,30,0.001,SGD,64,64,avg,20,3,2.230960369,0.058333333
lstm,30,0.001,SGD,64,64,avg,20,4,2.430926561,0.058333333
lstm,30,0.001,SGD,64,64,max,20,4,2.189177513,0.058333333
lstm,30,0.0001,adam,64,64,max,20,3,2.405318499,0.058333333
lstm,30,0.0001,adam,768,64,avg,10,4,0.874377012,0.058333333
lstm,30,0.0001,SGD,64,64,avg,10,3,1.866630554,0.058333333
lstm,30,0.0001,SGD,768,64,max,10,4,1.097898006,0.058333333
lstm,30,1.00E-05,adam,768,64,avg,20,4,1.073253632,0.058333333
lstm,30,1.00E-05,SGD,64,64,max,20,4,2.707144737,0.058333333
lstm,50,0.001,adam,768,64,max,10,3,1.110436678,0.058333333
lstm,50,0.001,SGD,64,64,max,20,4,2.505164623,0.058333333
lstm,50,0.001,SGD,64,768,avg,10,4,8.254974842,0.058333333
lstm,50,0.001,SGD,768,768,avg,10,3,7.584998846,0.058333333
lstm,50,0.001,SGD,768,768,max,10,4,7.486450195,0.058333333
lstm,50,0.001,SGD,768,768,max,20,3,7.497255802,0.058333333
lstm,50,0.0001,adam,64,64,avg,10,4,2.774516106,0.058333333
lstm,50,0.0001,adam,768,64,max,20,4,1.295486927,0.058333333
lstm,50,0.0001,SGD,768,64,max,20,3,1.13112092,0.058333333
lstm,50,0.0001,SGD,768,768,avg,20,3,7.559529543,0.058333333
lstm,50,1.00E-05,SGD,64,64,avg,10,4,2.536819696,0.058333333
lstm,50,1.00E-05,SGD,768,64,avg,20,4,0.967492819,0.058333333
lstm,50,1.00E-05,SGD,768,64,max,20,4,1.076749802,0.058333333
lstm,100,0.001,SGD,64,64,avg,10,3,2.282685995,0.058333333
lstm,100,0.001,SGD,64,768,max,20,4,12.42076182,0.058333333
lstm,100,0.001,SGD,768,768,avg,20,3,10.88153958,0.058333333
lstm,100,0.001,SGD,768,768,avg,20,4,11.05356598,0.058333333
lstm,100,0.0001,adam,768,64,avg,10,3,0.907948494,0.058333333
lstm,100,0.0001,SGD,64,64,avg,10,3,2.167446613,0.058333333
lstm,100,0.0001,SGD,768,768,avg,20,3,10.94864964,0.058333333
lstm,100,1.00E-05,adam,768,64,avg,10,3,0.956976652,0.058333333
lstm,100,1.00E-05,adam,768,64,max,20,4,1.045414209,0.058333333
lstm,100,1.00E-05,adam,768,768,max,10,3,11.09141183,0.058333333
lstm,100,1.00E-05,SGD,64,64,max,20,4,2.337182522,0.058333333
lstm,100,1.00E-05,SGD,768,64,max,20,3,1.207933664,0.058333333
lstm,200,0.001,SGD,64,64,max,20,4,2.203626871,0.058333333
lstm,200,0.001,SGD,768,768,avg,10,3,19.85200191,0.058333333
lstm,200,0.0001,adam,64,64,avg,20,4,2.546304941,0.058333333
lstm,200,0.0001,adam,64,64,max,20,3,2.72485733,0.058333333
lstm,200,0.0001,adam,64,64,max,20,4,2.540930271,0.058333333
lstm,200,0.0001,SGD,768,64,avg,20,4,1.058529615,0.058333333
lstm,200,1.00E-05,adam,768,768,avg,20,4,19.92755961,0.058333333
lstm,200,1.00E-05,SGD,64,768,max,10,4,21.42822194,0.058333333
lstm,200,1.00E-05,SGD,768,768,avg,20,4,19.75541973,0.058333333
lstm,200,1.00E-05,SGD,768,768,max,10,4,19.88075519,0.058333333
gru,30,0.001,adam,768,64,max,10,4,1.138478994,0.058333333
gru,30,0.001,SGD,64,768,avg,20,3,7.205475569,0.058333333
gru,30,0.001,SGD,64,768,max,10,3,6.258878946,0.058333333
gru,30,0.001,SGD,64,768,max,20,4,5.535453081,0.058333333
gru,30,0.001,SGD,768,768,max,10,3,4.899674177,0.058333333
gru,30,0.001,SGD,768,768,max,10,4,4.879598379,0.058333333
gru,30,0.001,SGD,768,768,max,20,4,5.120145798,0.058333333
gru,30,0.0001,SGD,64,768,avg,10,3,6.989052296,0.058333333
gru,30,0.0001,SGD,64,768,avg,20,4,6.579581738,0.058333333
gru,30,0.0001,SGD,64,768,max,20,3,6.315507412,0.058333333
gru,30,0.0001,SGD,768,64,max,20,4,1.096851826,0.058333333
gru,30,1.00E-05,adam,768,64,avg,20,3,1.017794132,0.058333333
gru,30,1.00E-05,adam,768,768,avg,10,3,5.48741293,0.058333333
gru,30,1.00E-05,SGD,64,64,max,10,3,2.591172457,0.058333333
gru,30,1.00E-05,SGD,64,768,max,10,3,6.635465384,0.058333333
gru,30,1.00E-05,SGD,64,768,max,20,4,6.43444705,0.058333333
gru,30,1.00E-05,SGD,768,768,avg,20,4,5.388930798,0.058333333
gru,30,1.00E-05,SGD,768,768,max,20,4,5.301207542,0.058333333
gru,50,0.001,SGD,64,64,avg,20,3,2.215752363,0.058333333
gru,50,0.001,SGD,64,768,avg,10,4,6.712502241,0.058333333
gru,50,0.001,SGD,768,64,max,10,3,0.94823885,0.058333333
gru,50,0.001,SGD,768,768,max,10,3,6.359059572,0.058333333
gru,50,0.0001,SGD,64,768,max,10,4,6.775696516,0.058333333
gru,50,0.0001,SGD,768,64,avg,10,3,0.805979252,0.058333333
gru,50,0.0001,SGD,768,64,max,20,3,1.07796216,0.058333333
gru,50,1.00E-05,adam,64,64,avg,20,3,2.36363101,0.058333333
gru,50,1.00E-05,adam,64,768,avg,10,3,7.494165897,0.058333333
gru,50,1.00E-05,adam,768,768,avg,10,3,6.67514348,0.058333333
gru,50,1.00E-05,SGD,64,768,avg,10,3,7.010650158,0.058333333
gru,50,1.00E-05,SGD,64,768,max,10,3,9.727590322,0.058333333
gru,50,1.00E-05,SGD,768,64,max,20,3,0.964958906,0.058333333
gru,100,0.001,SGD,768,64,avg,10,4,1.237956762,0.058333333
gru,100,0.001,SGD,768,768,max,10,3,9.557923317,0.058333333
gru,100,0.0001,adam,64,64,avg,10,4,3.969580173,0.058333333
gru,100,0.0001,SGD,64,768,avg,20,4,9.977806568,0.058333333
gru,100,1.00E-05,adam,64,64,max,20,4,2.067692757,0.058333333
lstm,30,0.001,adam,768,64,avg,20,3,0.890669346,0.055555556
lstm,30,0.001,SGD,768,768,avg,10,4,6.274344206,0.055555556
lstm,30,0.001,SGD,768,768,avg,20,3,6.154829502,0.055555556
lstm,30,0.0001,SGD,64,768,max,20,3,7.023916721,0.055555556
lstm,30,0.0001,SGD,768,64,max,10,3,1.12420392,0.055555556
lstm,30,1.00E-05,adam,768,64,max,20,3,1.110732079,0.055555556
lstm,30,1.00E-05,SGD,768,768,avg,20,4,6.121040583,0.055555556
lstm,50,0.001,adam,768,64,avg,20,3,1.023103237,0.055555556
lstm,50,0.001,SGD,64,64,avg,20,3,2.753937006,0.055555556
lstm,50,0.001,SGD,768,64,avg,10,4,0.857371807,0.055555556
lstm,50,0.0001,adam,64,64,max,10,4,2.521667004,0.055555556
lstm,50,0.0001,adam,768,64,avg,10,4,1.0746696,0.055555556
lstm,50,0.0001,SGD,64,64,avg,10,3,2.272175074,0.055555556
lstm,50,0.0001,SGD,768,64,avg,20,4,1.0983603,0.055555556
lstm,50,0.0001,SGD,768,64,max,10,4,1.12218976,0.055555556
lstm,50,0.0001,SGD,768,64,max,20,4,1.155619383,0.055555556
lstm,50,0.0001,SGD,768,768,avg,10,4,7.389802217,0.055555556
lstm,50,0.0001,SGD,768,768,avg,20,4,7.82189393,0.055555556
lstm,50,0.0001,SGD,768,768,max,20,4,7.451376438,0.055555556
lstm,50,1.00E-05,adam,64,64,avg,10,3,2.362044811,0.055555556
lstm,50,1.00E-05,adam,64,64,max,10,3,2.778789043,0.055555556
lstm,50,1.00E-05,adam,64,64,max,10,4,2.457150459,0.055555556
lstm,50,1.00E-05,adam,64,768,avg,20,4,9.261852264,0.055555556
lstm,50,1.00E-05,adam,768,768,avg,20,3,7.332914829,0.055555556
lstm,50,1.00E-05,adam,768,768,max,20,4,7.584863901,0.055555556
lstm,50,1.00E-05,SGD,64,64,avg,20,3,2.708186626,0.055555556
lstm,50,1.00E-05,SGD,64,64,max,10,3,2.550385237,0.055555556
lstm,100,0.001,adam,768,64,avg,20,3,1.270374298,0.055555556
lstm,100,0.001,adam,768,64,max,20,4,1.300969124,0.055555556
lstm,100,0.001,SGD,768,64,avg,20,4,1.108925343,0.055555556
lstm,100,0.001,SGD,768,768,max,20,3,11.13955212,0.055555556
lstm,100,0.0001,adam,768,64,max,10,3,1.134494305,0.055555556
lstm,100,0.0001,SGD,64,768,max,10,4,12.28548837,0.055555556
lstm,100,1.00E-05,adam,64,64,avg,10,3,2.350160122,0.055555556
lstm,100,1.00E-05,adam,768,64,avg,10,4,0.934821606,0.055555556
lstm,100,1.00E-05,adam,768,64,avg,20,3,1.041775703,0.055555556
lstm,100,1.00E-05,adam,768,768,avg,10,4,10.95172787,0.055555556
lstm,100,1.00E-05,adam,768,768,max,20,3,10.98220897,0.055555556
lstm,100,1.00E-05,SGD,768,768,avg,20,3,10.82291865,0.055555556
lstm,200,0.001,SGD,768,768,avg,10,4,19.87790632,0.055555556
lstm,200,0.001,SGD,768,768,max,10,4,19.98926377,0.055555556
lstm,200,0.0001,adam,64,64,max,10,3,2.58970356,0.055555556
lstm,200,0.0001,adam,64,64,max,10,4,2.444381714,0.055555556
lstm,200,0.0001,SGD,64,768,max,10,4,21.31832981,0.055555556
lstm,200,0.0001,SGD,768,768,max,20,3,19.96724486,0.055555556
lstm,200,1.00E-05,adam,64,768,avg,20,3,21.90952587,0.055555556
lstm,200,1.00E-05,SGD,64,64,avg,10,3,1.984048128,0.055555556
lstm,200,1.00E-05,SGD,64,64,max,20,4,2.462665319,0.055555556
lstm,200,1.00E-05,SGD,64,768,avg,10,3,21.37436199,0.055555556
lstm,200,1.00E-05,SGD,64,768,avg,10,4,21.45953202,0.055555556
lstm,200,1.00E-05,SGD,768,768,max,20,4,20.23157692,0.055555556
gru,30,0.001,SGD,64,64,avg,20,4,2.842648268,0.055555556
gru,30,0.001,SGD,64,64,max,20,3,2.304023981,0.055555556
gru,30,0.0001,adam,768,64,max,10,4,1.288958311,0.055555556
gru,30,0.0001,SGD,768,64,avg,10,3,0.867791891,0.055555556
gru,30,0.0001,SGD,768,768,avg,10,3,5.155619144,0.055555556
gru,30,1.00E-05,adam,768,64,max,10,3,1.084616423,0.055555556
gru,30,1.00E-05,adam,768,768,avg,20,3,5.323593378,0.055555556
gru,30,1.00E-05,SGD,768,64,avg,20,4,1.002775192,0.055555556
gru,50,0.0001,SGD,64,768,avg,10,3,7.111707449,0.055555556
gru,50,0.0001,SGD,64,768,max,10,3,6.884568453,0.055555556
gru,50,1.00E-05,SGD,768,64,avg,10,3,0.851892233,0.055555556
gru,50,1.00E-05,SGD,768,64,max,10,4,0.948227882,0.055555556
gru,50,1.00E-05,SGD,768,768,avg,20,3,6.458706856,0.055555556
gru,50,1.00E-05,SGD,768,768,max,10,4,6.472442627,0.055555556
gru,100,0.001,SGD,64,64,avg,20,3,2.211858034,0.055555556
gru,100,0.001,SGD,768,768,avg,20,4,9.731729746,0.055555556
gru,100,0.0001,adam,64,64,avg,20,3,2.933133364,0.055555556
gru,100,0.0001,SGD,64,768,max,20,4,10.2969408,0.055555556
gru,100,1.00E-05,adam,768,64,avg,20,4,1.068042517,0.055555556
lstm,30,0.001,SGD,64,768,avg,10,4,7.207943439,0.052777778
lstm,30,0.001,SGD,64,768,max,20,4,7.141241074,0.052777778
lstm,30,0.001,SGD,768,64,max,20,4,1.665712833,0.052777778
lstm,30,0.0001,adam,768,64,max,10,4,1.161831617,0.052777778
lstm,30,0.0001,SGD,64,64,avg,10,4,2.06637001,0.052777778
lstm,30,0.0001,SGD,768,768,max,20,3,6.091957331,0.052777778
lstm,30,1.00E-05,adam,64,64,avg,20,4,2.372442245,0.052777778
lstm,30,1.00E-05,SGD,64,64,max,10,4,2.624693871,0.052777778
lstm,30,1.00E-05,SGD,768,64,max,20,4,1.158023834,0.052777778
lstm,30,1.00E-05,SGD,768,768,avg,10,4,6.172091961,0.052777778
lstm,30,1.00E-05,SGD,768,768,max,20,3,6.3613379,0.052777778
lstm,50,0.001,adam,768,64,avg,20,4,1.009224892,0.052777778
lstm,50,0.001,SGD,64,768,max,10,4,8.491945267,0.052777778
lstm,50,0.001,SGD,768,768,avg,10,4,7.467013359,0.052777778
lstm,50,0.001,SGD,768,768,avg,20,4,7.467703819,0.052777778
lstm,50,0.0001,SGD,64,64,max,20,3,2.083491564,0.052777778
lstm,50,1.00E-05,adam,768,768,avg,10,4,7.441413879,0.052777778
lstm,50,1.00E-05,adam,768,768,max,20,3,7.909154654,0.052777778
lstm,50,1.00E-05,SGD,64,768,max,10,4,8.344728231,0.052777778
lstm,50,1.00E-05,SGD,768,768,avg,20,3,8.272429943,0.052777778
lstm,50,1.00E-05,SGD,768,768,max,20,4,7.599372864,0.052777778
lstm,100,0.001,adam,768,64,max,10,3,1.182371378,0.052777778
lstm,100,0.001,SGD,64,768,max,10,3,12.2626338,0.052777778
lstm,100,0.001,SGD,768,768,avg,10,3,10.91999269,0.052777778
lstm,100,0.0001,adam,64,64,avg,10,4,2.575715303,0.052777778
lstm,100,0.0001,adam,768,64,avg,20,3,1.060183287,0.052777778
lstm,100,0.0001,SGD,768,768,max,20,4,11.06584167,0.052777778
lstm,100,1.00E-05,adam,64,64,max,10,3,2.857081652,0.052777778
lstm,100,1.00E-05,SGD,64,64,avg,10,4,2.44523263,0.052777778
lstm,100,1.00E-05,SGD,64,768,avg,20,4,12.52137327,0.052777778
lstm,100,1.00E-05,SGD,768,64,avg,10,4,0.98101759,0.052777778
lstm,100,1.00E-05,SGD,768,64,avg,20,4,1.436303139,0.052777778
lstm,100,1.00E-05,SGD,768,768,avg,10,3,10.85326195,0.052777778
lstm,100,1.00E-05,SGD,768,768,max,10,4,10.88904285,0.052777778
lstm,200,0.001,adam,768,64,avg,10,4,1.176709414,0.052777778
lstm,200,0.001,SGD,64,64,max,20,3,2.143194914,0.052777778
lstm,200,0.001,SGD,64,768,avg,20,3,21.06045508,0.052777778
lstm,200,0.001,SGD,768,64,max,20,3,0.99315834,0.052777778
lstm,200,0.001,SGD,768,768,max,20,3,19.94307399,0.052777778
lstm,200,0.001,SGD,768,768,max,20,4,19.87686586,0.052777778
lstm,200,0.0001,SGD,768,64,avg,10,4,1.107280493,0.052777778
lstm,200,0.0001,SGD,768,768,avg,10,3,20.01312613,0.052777778
lstm,200,1.00E-05,adam,64,768,max,10,3,22.01019549,0.052777778
lstm,200,1.00E-05,adam,768,64,avg,20,4,1.11020875,0.052777778
lstm,200,1.00E-05,adam,768,64,max,10,3,1.109663963,0.052777778
lstm,200,1.00E-05,adam,768,768,avg,20,3,19.89972711,0.052777778
lstm,200,1.00E-05,adam,768,768,max,10,3,19.88315678,0.052777778
lstm,200,1.00E-05,SGD,768,64,avg,10,4,1.156180143,0.052777778
gru,30,0.001,SGD,64,64,max,10,3,2.33097291,0.052777778
gru,30,0.001,SGD,64,768,max,20,3,5.668835402,0.052777778
gru,30,0.001,SGD,768,64,avg,10,4,0.761299372,0.052777778
gru,30,0.001,SGD,768,64,avg,20,4,0.871473074,0.052777778
gru,30,0.001,SGD,768,64,max,10,3,0.884094715,0.052777778
gru,30,0.001,SGD,768,768,avg,10,4,5.016719103,0.052777778
gru,30,0.0001,adam,64,64,avg,20,4,2.048435926,0.052777778
gru,30,0.0001,SGD,64,64,avg,10,3,1.619719982,0.052777778
gru,30,0.0001,SGD,768,768,max,10,4,5.031900406,0.052777778
gru,30,0.0001,SGD,768,768,max,20,3,5.413027287,0.052777778
gru,30,1.00E-05,adam,64,64,avg,20,3,4.198883295,0.052777778
gru,30,1.00E-05,adam,64,64,max,20,3,3.082310677,0.052777778
gru,30,1.00E-05,SGD,64,64,max,20,4,2.518610477,0.052777778
gru,30,1.00E-05,SGD,768,64,avg,10,3,1.004874468,0.052777778
gru,30,1.00E-05,SGD,768,64,max,20,4,1.075630426,0.052777778
gru,50,0.001,SGD,768,64,avg,10,3,0.771108627,0.052777778
gru,50,0.001,SGD,768,768,avg,10,4,6.092413425,0.052777778
gru,50,0.0001,adam,64,64,avg,10,4,1.952524662,0.052777778
gru,50,0.0001,adam,64,64,max,10,4,2.118918896,0.052777778
gru,50,0.0001,SGD,64,768,avg,20,3,6.647727013,0.052777778
gru,50,0.0001,SGD,64,768,avg,20,4,6.791419029,0.052777778
gru,50,0.0001,SGD,768,64,max,10,4,1.086161375,0.052777778
gru,50,0.0001,SGD,768,768,max,10,3,6.46397686,0.052777778
gru,50,0.0001,SGD,768,768,max,20,3,6.475645781,0.052777778
gru,50,1.00E-05,adam,64,64,avg,10,4,2.096034288,0.052777778
gru,50,1.00E-05,adam,768,768,avg,20,4,6.39216733,0.052777778
gru,50,1.00E-05,adam,768,768,max,10,4,6.312687159,0.052777778
gru,50,1.00E-05,SGD,64,64,avg,10,4,2.058150291,0.052777778
gru,50,1.00E-05,SGD,64,64,max,20,4,2.172965527,0.052777778
gru,50,1.00E-05,SGD,64,768,max,20,4,7.139657736,0.052777778
gru,50,1.00E-05,SGD,768,64,avg,10,4,0.761565208,0.052777778
gru,100,0.001,SGD,64,64,avg,10,3,2.045736551,0.052777778
gru,100,0.001,SGD,64,64,max,20,3,2.231062412,0.052777778
gru,100,0.001,SGD,768,64,max,10,3,1.210318565,0.052777778
gru,100,0.001,SGD,768,768,max,20,3,9.552868843,0.052777778
gru,100,0.0001,adam,768,64,avg,10,3,1.115744352,0.052777778
gru,100,0.0001,adam,768,64,max,20,3,1.277017117,0.052777778
gru,100,0.0001,SGD,64,64,max,10,4,2.834251165,0.052777778
gru,100,0.0001,SGD,64,768,max,10,4,9.781672001,0.052777778
gru,100,0.0001,SGD,768,768,avg,10,3,9.322649717,0.052777778
gru,100,0.0001,SGD,768,768,avg,10,4,8.982739449,0.052777778
gru,100,0.0001,SGD,768,768,avg,20,3,9.034285307,0.052777778
lstm,30,0.001,SGD,64,64,avg,10,4,1.983704329,0.05
lstm,30,0.001,SGD,768,64,max,10,4,1.209438086,0.05
lstm,30,0.0001,adam,64,64,max,10,4,2.539931536,0.05
lstm,30,0.0001,adam,768,64,avg,20,3,1.077638626,0.05
lstm,30,0.0001,SGD,64,64,max,20,3,2.506211042,0.05
lstm,30,0.0001,SGD,64,768,avg,10,3,7.246900797,0.05
lstm,30,0.0001,SGD,768,64,avg,20,4,0.97700119,0.05
lstm,30,0.0001,SGD,768,768,avg,10,3,6.441199303,0.05
lstm,30,1.00E-05,adam,64,64,avg,10,3,2.164877415,0.05
lstm,30,1.00E-05,adam,64,64,max,10,3,2.386096239,0.05
lstm,30,1.00E-05,adam,768,64,avg,10,4,0.97315073,0.05
lstm,30,1.00E-05,adam,768,768,max,10,4,6.442529678,0.05
lstm,30,1.00E-05,SGD,64,768,avg,10,3,7.581957817,0.05
lstm,30,1.00E-05,SGD,64,768,avg,20,3,7.15870595,0.05
lstm,30,1.00E-05,SGD,768,64,avg,10,4,0.892619371,0.05
lstm,50,0.001,adam,768,64,max,10,4,1.093517065,0.05
lstm,50,0.0001,SGD,64,768,avg,10,3,8.189959764,0.05
